#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <prior id="lambdaPrior.Ai" name="distribution">
#            <parameter id="lambda" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="alpha" spec="beast.core.parameter.RealParameter">2.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="beta" spec="beast.core.parameter.RealParameter">200.0</parameter>
#            </Gamma>
#        </prior>
#        <distribution id="snapprior.Ai" lambda="@lambda" spec="snap.likelihood.SnAPPrior">
#            <parameter estimate="false" id="alpha" lower="0.0" name="alpha" spec="beast.core.parameter.RealParameter">11.75</parameter>
#            <parameter estimate="false" id="beta" lower="0.0" name="beta" spec="beast.core.parameter.RealParameter">109.73</parameter>
#            <parameter estimate="false" id="kappa" lower="0.0" name="kappa" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <parameter id="coalescenceRate" name="coalescenceRate" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            <tree clusterType="upgma" id="Tree.Ai" nodetype="snap.NodeData" spec="beast.util.ClusterTree">
#                <taxa dataType="integerdata" id="snap.Ai" spec="snap.Data">
#                    <taxonset id="South" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="SthBarrington_BT10a1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="SthBarrington_BT8a1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="SthBarrington_BT9c1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="MtWilson_MW12bm" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="MtWilson_MW5bm" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Termeil_Te3bf" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Termeil_Te3c1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Broadwater_BW10af" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Broadwater_BW19cf" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Broadwater_BW31am" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Dampier_Da11a2" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Dampier_Da19a1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="MaresForest_MF13a1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="MaresForest_MF17am" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Olney_Ol20bm" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Olney_Ol4bm" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Cumberland_Cu12a1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Cumberland_Cu6a1" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="North" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="Kerewong_Ke18dm" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Kerewong_Ke21b1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="NthBarrington_BT4a2" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="NthBarrington_BT6a1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Dorrigo_Do2c2" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Dorrigo_Do5bm" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                </taxa>
#                <parameter id="RealParameter.0" lower="0.0" name="clock.rate" spec="beast.core.parameter.RealParameter" upper="0.0">1.0</parameter>
#            </tree>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution data="@snap.Ai" id="treeLikelihood.Ai" pattern="coalescenceRate" spec="snap.likelihood.SnAPTreeLikelihood" tree="@Tree.Ai">
#            <siteModel id="MutationSiteModel.Ai" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="shape" name="shape" spec="beast.core.parameter.RealParameter">2.0</parameter>
#                <parameter estimate="false" id="proportionInvariant" name="proportionInvariant" spec="beast.core.parameter.RealParameter">0.0</parameter>
#                <substModel coalescenceRate="@coalescenceRate" id="MutationModel" spec="snap.likelihood.SnapSubstitutionModel">
#                    <parameter estimate="false" id="u" lower="0.0" name="mutationRateU" spec="beast.core.parameter.RealParameter">1.7346278317152102</parameter>
#                    <parameter id="v" lower="0.0" name="mutationRateV" spec="beast.core.parameter.RealParameter">0.7024901703800787</parameter>
#                </substModel>
#            </siteModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	theta0	theta1	theta2	TreeHeightLogger
0	-1570.235981166773	-1402.1792953160375	-168.05668585073536	0.14929341955077308	0.04045027929728835	0.06711038012374096	1.6751211746387449
1000	-1567.3189839903237	-1402.7623666301297	-164.55661736019405	0.20014426753109268	0.06540285481291425	0.07906408520644799	0.8585206057807964
2000	-1569.187487083857	-1398.602297148036	-170.58518993582095	0.23069991238898027	0.0452129234565594	0.09176937660293116	2.6224272057998177
3000	-1566.746581386524	-1401.2471529678692	-165.49942841865484	0.20690071919726202	0.061778399898096976	0.0869824337322805	1.3498865625657848
4000	-1566.6635555679918	-1402.586098389784	-164.07745717820777	0.1785497651401567	0.06317095859269517	0.12644478157693922	1.6247230571575701
5000	-1566.2570529837676	-1401.3958870106512	-164.86116597311647	0.19018994078827328	0.05730278085496566	0.08942725808828374	0.931134911709599
6000	-1570.2110484796488	-1399.144960934973	-171.06608754467578	0.24283937829539165	0.033595902839790234	0.1001594171122476	0.792468349228805
7000	-1569.0785664317368	-1404.1816062192354	-164.8969602125014	0.1493839807613475	0.046400587799256925	0.12255785783868585	0.6722959382625363
8000	-1567.294927587466	-1403.0787230830506	-164.21620450441543	0.16375844700061937	0.05976794961589549	0.11031274786889048	1.9879315296485245
9000	-1573.009745240581	-1406.9500327415315	-166.05971249904948	0.1637321020536028	0.054192292250862695	0.13408849327414976	0.45938123294112837
10000	-1568.419735121751	-1399.3327290730292	-169.0870060487219	0.18264508036286906	0.04178346875232996	0.16480408182595263	2.8020644478703085
11000	-1568.3930718453903	-1398.1151291774572	-170.27794266793302	0.21807919725144728	0.03853495462934463	0.09959872662395	1.7178972948152649
12000	-1567.37702659537	-1399.9813845028402	-167.39564209252978	0.21881949754395683	0.044789966388100025	0.07954392598706517	0.7226401356200518
13000	-1565.903694950863	-1400.858606542005	-165.04508840885802	0.1830363420294166	0.050005721963493656	0.08556451639447891	0.8551230356273345
14000	-1567.421865786006	-1401.074981901644	-166.3468838843622	0.16420469482289457	0.03599931849602751	0.11615039532135864	0.8308360508912203
15000	-1566.1722423880426	-1401.6719245083814	-164.50031787966122	0.16213040822906694	0.048427673498255566	0.10742161119481582	1.131978698747067
16000	-1565.7660914070473	-1400.6707326219446	-165.09535878510272	0.1821604967998113	0.052862848013171	0.11821364078719211	1.356907410938019
17000	-1567.2334546927716	-1399.7651664492084	-167.4682882435631	0.20955411296615348	0.05362147009697175	0.10941122724524885	2.736750759059145
18000	-1567.275080152284	-1404.5399581038723	-162.73512204841174	0.16338108509954377	0.06700136292652312	0.11566539027291624	1.3349054804727403
19000	-1567.9764455904667	-1399.1281925148824	-168.8482530755844	0.18997233514117945	0.041493195660687196	0.0632522329108844	1.138000719444839
20000	-1569.246936825824	-1402.4605186649342	-166.78641816088972	0.15431850705229164	0.04953248930895997	0.06811852552393925	1.9853156514891173
21000	-1566.8090430328045	-1399.7448305857597	-167.06421244704487	0.20743906537039528	0.05259201758434518	0.07413520464553768	1.2724521266924531
22000	-1569.6819206677271	-1402.2506698200025	-167.43125084772458	0.17201593301719786	0.05881432755782016	0.05110673066729021	1.5646798070246184
23000	-1568.0337268818923	-1401.1285708889327	-166.90515599295972	0.20603235379282978	0.061375174650694454	0.1063128727189939	2.1155023243283613
24000	-1567.4844929757328	-1399.7188700956476	-167.76562288008515	0.19034151885146047	0.04924563401832244	0.14267048996186268	2.153209304512801
25000	-1566.0457804166072	-1402.0993986137864	-163.94638180282078	0.16487821552276766	0.05063847216693113	0.1390985929483541	0.8706208154759005
26000	-1569.558684944548	-1407.4840493545007	-162.07463559004736	0.14354431668340897	0.06917458073923888	0.15477568056762656	1.0100559591080243
27000	-1566.9893194441281	-1400.735554335652	-166.25376510847607	0.17040317227866386	0.047876539393135936	0.09626793585062038	2.083143089760954
28000	-1567.8247417168736	-1399.548188883086	-168.27655283378772	0.18327755540836177	0.04466771605813311	0.1697952787046205	1.9429365568903039
29000	-1569.9061830757753	-1401.8857743376302	-168.02040873814505	0.21084642667591924	0.06574786298251449	0.06798656964375642	1.6656225500879576
30000	-1567.0226666079247	-1402.9047994830125	-164.1178671249123	0.16946751690435555	0.06122908821589936	0.1418963060604878	1.3558465461098947
31000	-1567.0849043582807	-1399.5751814246096	-167.5097229336712	0.21362292528431723	0.05270919719108363	0.13761495125731116	2.0219985441152284
32000	-1565.5518365595806	-1399.8623663528838	-165.68947020669685	0.1961805743355062	0.04604483492938758	0.11929035657667621	0.828966312476751
33000	-1567.754819489725	-1402.4649708673558	-165.28984862236916	0.15493234034824593	0.03827236526877744	0.11762526710012423	0.7385499237520384
34000	-1570.9802051418847	-1398.316415572041	-172.66378956984352	0.20076126553158496	0.03588955558785225	0.06055094610295167	3.0581986040738536
35000	-1567.9827866455823	-1400.7224164620093	-167.26037018357314	0.1699682875574107	0.04520937162386595	0.17588354678034854	1.0209608313658594
