#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <prior id="lambdaPrior.Ai" name="distribution">
#            <parameter id="lambda" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="alpha" spec="beast.core.parameter.RealParameter">2.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="beta" spec="beast.core.parameter.RealParameter">200.0</parameter>
#            </Gamma>
#        </prior>
#        <distribution id="snapprior.Ai" lambda="@lambda" spec="snap.likelihood.SnAPPrior">
#            <parameter estimate="false" id="alpha" lower="0.0" name="alpha" spec="beast.core.parameter.RealParameter">11.75</parameter>
#            <parameter estimate="false" id="beta" lower="0.0" name="beta" spec="beast.core.parameter.RealParameter">109.73</parameter>
#            <parameter estimate="false" id="kappa" lower="0.0" name="kappa" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <parameter id="coalescenceRate" name="coalescenceRate" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            <tree clusterType="upgma" id="Tree.Ai" nodetype="snap.NodeData" spec="beast.util.ClusterTree">
#                <taxa dataType="integerdata" id="snap.Ai" spec="snap.Data">
#                    <taxonset id="Central" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="SthBarrington_BT10a1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="SthBarrington_BT8a1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="SthBarrington_BT9c1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="MtWilson_MW12bm" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="MtWilson_MW5bm" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="MaresForest_MF13a1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="MaresForest_MF17am" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Olney_Ol20bm" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Olney_Ol4bm" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Cumberland_Cu12a1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Cumberland_Cu6a1" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="South" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="Termeil_Te3bf" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Termeil_Te3c1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Broadwater_BW10af" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Broadwater_BW19cf" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Broadwater_BW31am" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Dampier_Da11a2" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Dampier_Da19a1" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="North" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="Kerewong_Ke18dm" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Kerewong_Ke21b1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="NthBarrington_BT4a2" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="NthBarrington_BT6a1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Dorrigo_Do2c2" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Dorrigo_Do5bm" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                </taxa>
#                <parameter id="RealParameter.0" lower="0.0" name="clock.rate" spec="beast.core.parameter.RealParameter" upper="0.0">1.0</parameter>
#            </tree>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution data="@snap.Ai" id="treeLikelihood.Ai" pattern="coalescenceRate" spec="snap.likelihood.SnAPTreeLikelihood" tree="@Tree.Ai">
#            <siteModel id="MutationSiteModel.Ai" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="shape" name="shape" spec="beast.core.parameter.RealParameter">2.0</parameter>
#                <parameter estimate="false" id="proportionInvariant" name="proportionInvariant" spec="beast.core.parameter.RealParameter">0.0</parameter>
#                <substModel coalescenceRate="@coalescenceRate" id="MutationModel" spec="snap.likelihood.SnapSubstitutionModel">
#                    <parameter estimate="false" id="u" lower="0.0" name="mutationRateU" spec="beast.core.parameter.RealParameter">1.7346278317152102</parameter>
#                    <parameter id="v" lower="0.0" name="mutationRateV" spec="beast.core.parameter.RealParameter">0.7024901703800787</parameter>
#                </substModel>
#            </siteModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	theta0	theta1	theta2	theta3	theta4	TreeHeightLogger
0	-1342.483534591826	-1079.9858933950118	-262.49764119681424	0.09638902778798503	0.11042003777737892	0.062057641410458025	0.10997623208605137	0.16736673279060924	0.9204352151652218
1000	-1344.4164118121203	-1077.0995067660974	-267.31690504602295	0.10183826964596604	0.09748348919611174	0.0471341916996383	0.05609508914254016	0.08520742187151117	1.3735129355881006
2000	-1346.6479438496033	-1084.2345108391805	-262.4134330104227	0.09326685194469216	0.12705975183246998	0.051081952468279	0.09471096692359655	0.11277462514919012	0.822750050903623
3000	-1341.7316756311106	-1076.7111141125433	-265.0205615185673	0.1028580532584319	0.09634467717893286	0.04340888404512435	0.0966479978530628	0.10783155582848963	2.0727860604111807
4000	-1341.787164839523	-1079.8964662828098	-261.89069855671323	0.07765250595857973	0.0976502054973246	0.05817501401976085	0.10848571173066197	0.12010503100235277	1.240210633894664
5000	-1346.8892618599607	-1079.1866880168957	-267.70257384306507	0.08016888631878723	0.08923953255622609	0.04310711656810916	0.08465680458212858	0.05756399758227422	1.320037936450161
6000	-1340.4743339443382	-1079.8693772014722	-260.60495674286614	0.09264279480460091	0.09300338961712559	0.05721310159663001	0.0923562143083409	0.09139753010097704	0.7288527918357666
7000	-1345.1451214523754	-1080.2745691364244	-264.87055231595116	0.14682921280759054	0.09375791963419317	0.052566930573763555	0.13784299494169436	0.10052993883197274	2.218328113215963
8000	-1342.1583000464898	-1080.6290689262353	-261.52923112025456	0.09092142104766146	0.07900208935038508	0.06323001137544143	0.13058381978194492	0.09559343966202961	1.14383132811039
9000	-1342.8428170535112	-1078.3143913752322	-264.52842567827895	0.11128402103044245	0.11269295611635909	0.047591695955974754	0.07344946052458748	0.07926844088970786	1.3759415248131046
10000	-1341.1074846420822	-1079.0081433776757	-262.0993412644065	0.10938057774685755	0.11877073386775022	0.049958481678902	0.07021107696079161	0.11174550446676934	0.8113109482002598
11000	-1342.2086280268052	-1081.3785507419166	-260.83007728488855	0.08248822781987417	0.11507521573648336	0.056438895714650834	0.09261424766657032	0.1646718760587668	0.6096757311149416
12000	-1339.640577002834	-1077.4943733489433	-262.1462036538909	0.1125170113415976	0.11577853475868592	0.045480395612017534	0.10668296842654305	0.10417407440784868	0.992140490017133
13000	-1343.4493434920048	-1081.763431453699	-261.68591203830584	0.12675648889663063	0.10378315652764313	0.04861617154100643	0.08508475181625381	0.1597820934638502	0.6789838106471947
14000	-1343.260191332821	-1081.8706098538262	-261.3895814789949	0.11262904148957183	0.09074878938064877	0.047056868958258016	0.09141932287901018	0.14763475859058625	0.5160772212086621
15000	-1340.9577413671784	-1079.7999386936385	-261.15780267353995	0.13397695570737742	0.0966855872902464	0.057054782862436294	0.08326412242810588	0.10560044693621709	0.8744443160958683
16000	-1341.4115849037846	-1079.229480253448	-262.1821046503367	0.11582571405345307	0.10449969838112336	0.05000395521561988	0.09637340556962926	0.14280093699088442	1.010765986935792
17000	-1344.1804107798857	-1085.2178539665993	-258.9625568132865	0.12366461428469298	0.10526365151324053	0.0758211152117664	0.08316891090681632	0.09814807559716246	0.6801148599949384
18000	-1344.9781001208453	-1081.7065591920195	-263.2715409288257	0.12515589008731795	0.07865427779265889	0.04594343277768849	0.1018453455588632	0.06819254146871569	0.5660770758535097
19000	-1346.201928913705	-1084.2792784695794	-261.9226504441255	0.0909564107633728	0.09844745517237033	0.07527542516904874	0.16061791918830465	0.057608400715911806	0.7985287467302004
20000	-1343.2232329421126	-1080.2753694694538	-262.9478634726588	0.12112718177662292	0.09103762218252401	0.061922169439808855	0.10974319531516763	0.08350692622289502	1.3444969109408138
21000	-1343.5648449174605	-1078.6099601209721	-264.95488479648833	0.09070653492419999	0.09521935399385412	0.037891321520014086	0.08304983700571673	0.09014936748863378	0.6984386413626863
22000	-1344.1816550390424	-1078.6940444954826	-265.4876105435598	0.08603440860780068	0.10828748511759097	0.03944058140977721	0.08761746236764925	0.12770907258257283	0.7209341715571462
23000	-1345.971688525105	-1081.3810070109198	-264.5906815141852	0.10642327936612578	0.13070271479003903	0.058297780886489986	0.12236951955195124	0.18083347785084106	1.5563493443678864
24000	-1342.3077244856247	-1078.57204874631	-263.73567573931473	0.10151258517323995	0.102927548237233	0.05545697685629165	0.09604277171078329	0.0989594645580393	1.4951024494669793
25000	-1343.740944561802	-1080.51039359776	-263.2305509640421	0.11365298486703453	0.08782276010462738	0.05851811710104422	0.07998155501551941	0.1465375144006788	0.7544618283143627
26000	-1341.6885379119515	-1079.4589867745221	-262.2295511374294	0.10456326801812964	0.10485732192485045	0.04618294532726738	0.09008035671739087	0.14422324397292025	0.8174360964176839
27000	-1344.714746855147	-1077.9144011645121	-266.8003456906348	0.09120461151068442	0.09750824132826967	0.04498446297490104	0.07067663346790264	0.19731147335285737	0.7581338908569606
28000	-1342.4995232326842	-1080.3249242952602	-262.17459893742387	0.10033668325957566	0.12383378431829849	0.055750592671628144	0.08319876621290348	0.13607616828394176	0.7674031292318965
