#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <prior id="lambdaPrior.Ai" name="distribution">
#            <parameter id="lambda" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="alpha" spec="beast.core.parameter.RealParameter">2.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="beta" spec="beast.core.parameter.RealParameter">200.0</parameter>
#            </Gamma>
#        </prior>
#        <distribution id="snapprior.Ai" lambda="@lambda" spec="snap.likelihood.SnAPPrior">
#            <parameter estimate="false" id="alpha" lower="0.0" name="alpha" spec="beast.core.parameter.RealParameter">11.75</parameter>
#            <parameter estimate="false" id="beta" lower="0.0" name="beta" spec="beast.core.parameter.RealParameter">109.73</parameter>
#            <parameter estimate="false" id="kappa" lower="0.0" name="kappa" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <parameter id="coalescenceRate" name="coalescenceRate" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            <tree clusterType="upgma" id="Tree.Ai" nodetype="snap.NodeData" spec="beast.util.ClusterTree">
#                <taxa dataType="integerdata" id="snap.Ai" spec="snap.Data">
#                    <taxonset id="Central" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="SthBarrington_BT10a1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="SthBarrington_BT8a1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="SthBarrington_BT9c1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="MtWilson_MW12bm" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="MtWilson_MW5bm" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="MaresForest_MF13a1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="MaresForest_MF17am" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Olney_Ol20bm" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Olney_Ol4bm" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Cumberland_Cu12a1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Cumberland_Cu6a1" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="South" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="Termeil_Te3bf" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Termeil_Te3c1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Broadwater_BW10af" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Broadwater_BW19cf" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Broadwater_BW31am" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Dampier_Da11a2" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Dampier_Da19a1" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="North" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="Kerewong_Ke18dm" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Kerewong_Ke21b1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="NthBarrington_BT4a2" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="NthBarrington_BT6a1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Dorrigo_Do2c2" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Dorrigo_Do5bm" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                </taxa>
#                <parameter id="RealParameter.0" lower="0.0" name="clock.rate" spec="beast.core.parameter.RealParameter" upper="0.0">1.0</parameter>
#            </tree>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution data="@snap.Ai" id="treeLikelihood.Ai" pattern="coalescenceRate" spec="snap.likelihood.SnAPTreeLikelihood" tree="@Tree.Ai">
#            <siteModel id="MutationSiteModel.Ai" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="shape" name="shape" spec="beast.core.parameter.RealParameter">2.0</parameter>
#                <parameter estimate="false" id="proportionInvariant" name="proportionInvariant" spec="beast.core.parameter.RealParameter">0.0</parameter>
#                <substModel coalescenceRate="@coalescenceRate" id="MutationModel" spec="snap.likelihood.SnapSubstitutionModel">
#                    <parameter estimate="false" id="u" lower="0.0" name="mutationRateU" spec="beast.core.parameter.RealParameter">1.7346278317152102</parameter>
#                    <parameter id="v" lower="0.0" name="mutationRateV" spec="beast.core.parameter.RealParameter">0.7024901703800787</parameter>
#                </substModel>
#            </siteModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	theta0	theta1	theta2	theta3	theta4	TreeHeightLogger
0	-1340.3265308155635	-1078.3534158119805	-261.9731150035829	0.10698610661633899	0.10654348877095693	0.053796774214434934	0.06692871386536565	0.11204600016102517	0.8537690250126398
1000	-1340.854163151957	-1077.4090543254438	-263.4451088265133	0.10614164832457076	0.10328884487127188	0.039260857484788345	0.09386915803731914	0.16390720568541187	0.7124484474419862
2000	-1343.8728548760034	-1081.4434815622844	-262.42937331371894	0.10867094798075808	0.08737388939110886	0.05680579142772361	0.09837064518685432	0.05514375486775956	0.6249032469497761
3000	-1340.7356766155774	-1076.994839880764	-263.7408367348134	0.10202858484530618	0.10245687198254115	0.03765238619427946	0.0864301788079878	0.13063157521723587	0.8403599971231327
4000	-1342.677104121053	-1078.5364247577086	-264.1406793633443	0.11894830793723937	0.0988082670111765	0.05615668180626409	0.06712716451079816	0.164110904474452	1.032168608232217
5000	-1342.5122754673757	-1077.568030424299	-264.9442450430768	0.10921230775563334	0.09331265242850956	0.04664723713468463	0.08693680735045732	0.09138095356227027	0.8705435951898458
6000	-1343.8899659907388	-1080.6290646889515	-263.26090130178727	0.11015966715425762	0.09700134933957198	0.04655424919794466	0.11059870927481473	0.06626034460269335	0.689141803256986
7000	-1341.0310119439005	-1080.4629059463255	-260.56810599757495	0.10604542502913532	0.11997007632853318	0.05835947343200069	0.08148255904630437	0.0911774078846353	0.7192525557206836
8000	-1342.1472664419373	-1077.563488463194	-264.58377797874317	0.1107940754612506	0.12190776202680056	0.039373424757597246	0.12956884822247772	0.15385897318226785	0.9317178681652104
9000	-1342.123595341697	-1078.5263273358496	-263.5972680058474	0.09208370218267381	0.10935857186656078	0.04363324874778888	0.15635022867149623	0.1297378805104469	0.7777945712546527
10000	-1345.311648653606	-1077.7027658142374	-267.60888283936856	0.0947155133040562	0.10769372945538637	0.04771826582517166	0.0520277429675413	0.10336224751828095	2.3053693063059795
11000	-1347.258729757547	-1084.4387778005234	-262.81995195702336	0.1397819741976385	0.1228755119088568	0.07103962999732318	0.1169055963251441	0.08593816926357145	1.40861337657165
12000	-1340.3454271385408	-1078.1122354409017	-262.2331916976392	0.11956522219392866	0.09561591875975434	0.051075307838876385	0.08068182320335576	0.1350846080412001	0.8954990828058449
13000	-1344.0022075223956	-1077.955847344468	-266.04636017792734	0.11083917117391029	0.12856670618507127	0.037770369302528924	0.10231187065881257	0.08715929445361942	1.9145627419202715
14000	-1344.3104567662924	-1079.104696737385	-265.2057600289074	0.10808228621480558	0.09557254216865572	0.058991346090280915	0.09333833765587314	0.045124266728738135	0.9904378527141842
15000	-1343.0969153066526	-1080.917616800261	-262.1792985063917	0.13534375081555491	0.10049007229057262	0.062167581023355525	0.07029533290406102	0.09051460840353914	0.8682850509314876
16000	-1344.182002560588	-1077.2108316299925	-266.9711709305955	0.10565381067556243	0.10780503351446276	0.02932675414541429	0.10462974703251796	0.07213757051118955	0.8793439390673085
17000	-1343.634120681417	-1078.563922183483	-265.07019849793386	0.10318825115222113	0.09425670914304485	0.03337388005458747	0.15582949130029533	0.087127452804063	0.7223015383214549
18000	-1341.7566496054642	-1077.1153067540351	-264.64134285142904	0.10460857862675896	0.10381789070526903	0.046091349212524675	0.06332655942006982	0.10698052818568954	0.9499026513407821
19000	-1343.5092466496435	-1076.5890350279235	-266.9202116217201	0.1046257839281659	0.10108594887083096	0.04372760101408094	0.08657126731159114	0.08132558333981854	2.5107250213907712
20000	-1347.985284182881	-1080.0157759007857	-267.96950828209526	0.1009080622236466	0.06853166951552442	0.05671095029577743	0.06001422199126971	0.051031956706968105	1.1369554499054682
21000	-1341.492320521977	-1080.6334637664668	-260.8588567555104	0.10691147483626975	0.09191197297447982	0.06640470446830452	0.10288232081631743	0.10480020701855006	1.30001323340376
22000	-1341.1631032710848	-1078.4040652715066	-262.75903799957825	0.10490718122640035	0.0801194798085613	0.042954921606279214	0.08698637960319465	0.10605249733504299	0.6841500741724522
23000	-1343.3961687928042	-1080.7605180989099	-262.6356506938944	0.08530210962842869	0.07986852177538893	0.062385491601908476	0.15191545092943237	0.1241610926228245	1.0887650239038502
24000	-1339.6806840690974	-1077.8522764948098	-261.82840757428767	0.1031692042606907	0.10316282645774345	0.05043322175649474	0.09238068629256015	0.13967106240679833	0.8887312005490132
25000	-1342.2146128634981	-1078.7600866071948	-263.4545262563032	0.09494983185477486	0.08963931087335597	0.047388156159784665	0.10746588257164301	0.1492061342010502	1.2816343604598197
26000	-1344.0649190891534	-1079.1925914765566	-264.87232761259685	0.10702613809962908	0.10563376764098985	0.05467565247753707	0.10134761301603519	0.05696638583922	0.7978080658181519
27000	-1342.7642320172313	-1079.0256797183292	-263.73855229890216	0.08938559254777675	0.11793139895677453	0.043193764977237814	0.11312573549406797	0.07133648408637379	0.7409026790961724
28000	-1342.9753337274483	-1078.011202432543	-264.9641312949053	0.11489095313420462	0.09474293150810315	0.041867929190739755	0.0785811369965916	0.1422763090783561	1.1121881739472248
