#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <prior id="lambdaPrior.Ai" name="distribution">
#            <parameter id="lambda" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="alpha" spec="beast.core.parameter.RealParameter">2.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="beta" spec="beast.core.parameter.RealParameter">200.0</parameter>
#            </Gamma>
#        </prior>
#        <distribution id="snapprior.Ai" lambda="@lambda" spec="snap.likelihood.SnAPPrior">
#            <parameter estimate="false" id="alpha" lower="0.0" name="alpha" spec="beast.core.parameter.RealParameter">11.75</parameter>
#            <parameter estimate="false" id="beta" lower="0.0" name="beta" spec="beast.core.parameter.RealParameter">109.73</parameter>
#            <parameter estimate="false" id="kappa" lower="0.0" name="kappa" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <parameter id="coalescenceRate" name="coalescenceRate" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            <tree clusterType="upgma" id="Tree.Ai" nodetype="snap.NodeData" spec="beast.util.ClusterTree">
#                <taxa dataType="integerdata" id="snap.Ai" spec="snap.Data">
#                    <taxonset id="South" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="SthBarrington_BT10a1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="SthBarrington_BT8a1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="SthBarrington_BT9c1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="MtWilson_MW12bm" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="MtWilson_MW5bm" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Termeil_Te3bf" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Termeil_Te3c1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Broadwater_BW10af" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Broadwater_BW19cf" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Broadwater_BW31am" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Dampier_Da11a2" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Dampier_Da19a1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="MaresForest_MF13a1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="MaresForest_MF17am" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Olney_Ol20bm" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Olney_Ol4bm" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Cumberland_Cu12a1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Cumberland_Cu6a1" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="North" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="Kerewong_Ke18dm" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Kerewong_Ke21b1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="NthBarrington_BT4a2" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="NthBarrington_BT6a1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Dorrigo_Do2c2" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Dorrigo_Do5bm" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                </taxa>
#                <parameter id="RealParameter.0" lower="0.0" name="clock.rate" spec="beast.core.parameter.RealParameter" upper="0.0">1.0</parameter>
#            </tree>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution data="@snap.Ai" id="treeLikelihood.Ai" pattern="coalescenceRate" spec="snap.likelihood.SnAPTreeLikelihood" tree="@Tree.Ai">
#            <siteModel id="MutationSiteModel.Ai" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="shape" name="shape" spec="beast.core.parameter.RealParameter">2.0</parameter>
#                <parameter estimate="false" id="proportionInvariant" name="proportionInvariant" spec="beast.core.parameter.RealParameter">0.0</parameter>
#                <substModel coalescenceRate="@coalescenceRate" id="MutationModel" spec="snap.likelihood.SnapSubstitutionModel">
#                    <parameter estimate="false" id="u" lower="0.0" name="mutationRateU" spec="beast.core.parameter.RealParameter">1.7346278317152102</parameter>
#                    <parameter id="v" lower="0.0" name="mutationRateV" spec="beast.core.parameter.RealParameter">0.7024901703800787</parameter>
#                </substModel>
#            </siteModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	theta0	theta1	theta2	TreeHeightLogger
0	-1581.5198257676345	-1418.4366203686418	-163.0832053989928	0.1522354255394544	0.05290257966306939	0.11949446488522995	0.2687161062159577
1000	-1626.3255778554314	-1468.0500265769028	-158.27555127852858	0.07436253621249031	0.07863287224523942	0.16039864016238348	0.11360226407575914
2000	-1587.3698813524197	-1424.359341547069	-163.0105398053507	0.16477799656316044	0.14475769707465802	0.08124433020048599	1.6555358981476038
3000	-1576.3254451830308	-1417.0294808493577	-159.29596433367306	0.14163643994637426	0.08982432987871163	0.13891662176349953	0.4626723784485058
4000	-1594.6945440419347	-1434.1700599388423	-160.52448410309236	0.10879497435139002	0.05703998447539927	0.1842474064014055	0.17699689170774227
5000	-1578.6780354024095	-1419.5749169590463	-159.1031184433632	0.16640888360501227	0.08182503519469192	0.12806934781803495	0.3170198144574271
6000	-1568.7144453800754	-1405.641573700546	-163.0728716795295	0.1401985879993962	0.05058061967824434	0.09285773742855973	0.72883170524478
7000	-1592.3992987430618	-1432.3566279025708	-160.04267084049093	0.1469757332679884	0.06610224822724635	0.08115226987477467	0.21096563100462595
8000	-1576.3032103499238	-1416.0730749286372	-160.23013542128666	0.12101337692942717	0.07608018036794856	0.16360991378791317	0.5063695661076048
9000	-1597.4629615176607	-1438.2676530600106	-159.19530845765004	0.08957659332000793	0.08194866007863333	0.17361405689965592	0.24187934501348335
10000	-1619.0921462029194	-1460.0572185529134	-159.03492765000607	0.1176961766413735	0.07944330128121758	0.06383231660997464	0.1461225005479662
11000	-1594.8666334801146	-1434.6187365252404	-160.2478969548742	0.1031625235544866	0.1362982569294845	0.13902883081440676	0.6754244592071481
12000	-1576.4957046504685	-1415.9568368600012	-160.53886779046738	0.12157338126097494	0.05815423393200955	0.09611433503316123	0.39594392659318545
13000	-1594.65480184955	-1436.7682017477168	-157.8866001018332	0.10510886413566946	0.10898174151791269	0.10259990007632971	0.3188782481641939
14000	-1577.1984739011004	-1417.774987632114	-159.42348626898644	0.12148619517194828	0.08247496723768197	0.1459749812438767	0.4977324194928721
15000	-1571.5606792722735	-1406.8415804917418	-164.7190987805318	0.136685301829872	0.061927644426596	0.14044068950301686	1.7103503682686068
16000	-1588.5367907512757	-1428.2233226454118	-160.31346810586388	0.10071740744829395	0.061584162268058386	0.10553523336387034	0.2827562860188731
17000	-1622.6378668087673	-1466.6669285966286	-155.97093821213872	0.1017944326369608	0.10925156233370921	0.12150314171933083	0.1420237704504257
18000	-1598.0318939197373	-1440.407757694221	-157.6241362255165	0.1595522791103871	0.08793742870915389	0.1345075491009401	0.18218493837771943
19000	-1585.8067782306082	-1427.7574952255031	-158.04928300510502	0.13303505834234258	0.08125789057977495	0.11496514391701763	0.2657705744648414
20000	-1586.6831092310267	-1426.1961818447608	-160.48692738626585	0.16779266535043869	0.10475011298223302	0.0776521847142704	0.3336179451459044
21000	-1586.8692086819622	-1428.3167124580827	-158.55249622387947	0.13097219908160493	0.08842829568657982	0.13727098742188318	0.2739159296007193
22000	-1580.7952247876808	-1416.5080608217593	-164.2871639659216	0.11155882293384232	0.05064781547684108	0.09618296047236069	0.407276626483888
23000	-1582.6740262930261	-1420.4750407912832	-162.19898550174292	0.10059349188359915	0.05538441288538313	0.14120527423416332	0.38562517772545657
24000	-1610.021390410598	-1452.9537227527978	-157.06766765780014	0.14056420683689028	0.09563249056758699	0.09339739043279259	0.16545693632388841
25000	-1598.978315550888	-1440.5428792827202	-158.43543626816796	0.13543152020073582	0.06396960212348289	0.14389780331742638	0.1528803141529653
26000	-1593.8266412145651	-1432.8870193728326	-160.93962184173256	0.11560255342423312	0.08909326106143733	0.13007691953914333	0.25976735951198765
27000	-1574.8447149454328	-1409.4554586728023	-165.3892562726305	0.149585623215977	0.039177790155243496	0.1155533891742456	0.3798819080230336
28000	-1583.9026638663997	-1424.256959715177	-159.64570415122284	0.11219632464824252	0.09594669119608988	0.11786920215234219	0.4679276464104491
29000	-1608.089094964956	-1451.0995343348181	-156.9895606301379	0.14468167490143793	0.11952427282894681	0.10357325051526713	0.19699639411789296
30000	-1592.9558136745304	-1431.188350592333	-161.7674630821972	0.16790593391400918	0.07320367129993492	0.15444883350406605	0.19503041490680822
31000	-1569.1803460321403	-1405.7140740573536	-163.46627197478676	0.18170509476710073	0.0763592250035273	0.11181844522445711	0.8841667637935817
32000	-1575.9586816786882	-1412.3111455355931	-163.64753614309515	0.13427921392380646	0.08301140970900713	0.07790813029789646	0.88926251449714
33000	-1573.5195878224358	-1411.3313406797947	-162.1882471426411	0.14588939356991495	0.0847864279957262	0.06491565703952198	0.8023889138620902
34000	-1600.213600098454	-1440.7518921974415	-159.4617079010124	0.09186576570341495	0.13115179163693516	0.16864776915407875	0.4324944209899365
35000	-1578.9985831554177	-1414.4349536227974	-164.56362953262038	0.17430990302794072	0.09620832883017094	0.18509935789051346	0.490150370778745
