"","Ho","Hs","Ht","Dst","Htp","Dstp","Fst","Fstp","Fis","Dest"
"DSNth$overall",0.0835,0.1196,0.257,0.1374,0.3297,0.2101,0.5346,0.6373,0.3022,0.2387
