"","Ho","Hs","Ht","Dst","Htp","Dstp","Fst","Fstp","Fis","Dest"
"DS$overall",0.0353,0.068,0.2789,0.2109,0.3031,0.2351,0.7563,0.7757,0.4813,0.2522
