"","Ho","Hs","Ht","Dst","Htp","Dstp","Fst","Fstp","Fis","Dest"
"DSSth$overall",0.0545,0.0763,0.2553,0.179,0.281,0.2047,0.701,0.7284,0.2863,0.2216
