Sample	likelihood
0	-1400.5173001285766
100	-1401.8448287484694
200	-1404.2278221342794
300	-1405.382164930475
400	-1401.1738512756351
500	-1401.176800807907
600	-1407.5681351525095
700	-1413.7821144644681
800	-1399.5441874310188
900	-1401.0317384943241
1000	-1406.5367703186312
1100	-1401.653731539577
1200	-1399.5327010825927
1300	-1409.1044136501862
1400	-1403.3958478090867
1500	-1407.4016786421
1600	-1408.2294570181166
1700	-1402.1331313828828
1800	-1406.618775381991
1900	-1398.9164142399623
2000	-1405.2369933850691
2100	-1405.5301005661288
2200	-1408.3829539648343
2300	-1400.730566256137
2400	-1402.694273469151
2500	-1403.4690400436232
2600	-1404.4349242345716
2700	-1401.5807009121822
2800	-1405.8500189202537
2900	-1403.773528046063
3000	-1399.3248705347578
3100	-1402.4800907534736
3200	-1403.4636637140288
3300	-1402.6657847612719
3400	-1403.1318102567773
3500	-1404.7846243834624
3600	-1405.3476134614311
3700	-1406.9869038672289
3800	-1411.4297799830201
3900	-1402.9848217222648
4000	-1403.574640591853
4100	-1406.8172183857964
4200	-1400.318473778269
4300	-1400.9648830694105
4400	-1402.652836115005
4500	-1398.9772169436737
4600	-1404.005461294325
4700	-1402.883126932914
4800	-1403.973603259296
4900	-1404.8687417960955
5000	-1409.0999676948136
5100	-1405.2233115258791
5200	-1406.6339594918418
5300	-1408.1558486498864
5400	-1404.497495910739
5500	-1401.820738751625
5600	-1405.168945568948
5700	-1406.516761417128
5800	-1398.758098460199
5900	-1403.0347796369701
6000	-1400.1951573009383
6100	-1406.947168493743
6200	-1410.1816203058397
6300	-1410.2526491991912
6400	-1405.3571754535935
6500	-1409.3082061861091
6600	-1404.5541064012841
6700	-1407.7282174633642
6800	-1403.9336942218245
6900	-1405.108874971639
7000	-1410.848363668958
7100	-1403.4063871848275
7200	-1404.5003508234745
7300	-1402.404992897993
7400	-1404.5449830144053
7500	-1403.2130793036263
7600	-1417.1923993786297
7700	-1399.1105026516416
7800	-1401.5287588711326
7900	-1405.1687101602847
8000	-1401.5986404293917
8100	-1400.488490621684
8200	-1398.630092283067
8300	-1402.2934885571406
8400	-1401.2390543210659
8500	-1404.2488866884757
8600	-1403.127351903082
8700	-1406.9199690716625
8800	-1401.7675759166864
8900	-1403.7411237926708
9000	-1402.005234405151
9100	-1400.485860575471
9200	-1401.8264626667833
9300	-1404.0109872726766
9400	-1403.1527605165797
9500	-1403.446313732234
9600	-1402.7805479193032
9700	-1403.3886167595638
9800	-1407.1735972353704
9900	-1401.5199739083384
10000	-1407.1946929156097
10100	-1405.1182581493028
10200	-1404.8770473826696
10300	-1398.1270467841787
10400	-1401.6668033516262
10500	-1401.086616432468
10600	-1405.3346805348356
10700	-1400.1396697280306
10800	-1403.2066910550666
10900	-1402.294932160563
11000	-1404.4942036781022
11100	-1408.2451942531447
11200	-1399.602491413048
11300	-1403.9177872893433
11400	-1404.6891435065133
11500	-1406.7769473013782
11600	-1403.413273667311
11700	-1403.6773816745103
11800	-1401.4516766450788
11900	-1398.7831242568727
12000	-1404.3901485367433
12100	-1403.908875241772
12200	-1409.7142594276966
12300	-1405.5334494899578
12400	-1400.7151377594
12500	-1407.5064650867557
12600	-1400.9337421982968
12700	-1402.7256974265138
12800	-1402.9402302219592
12900	-1400.0754595175924
13000	-1402.9129357679265
13100	-1406.9523511918483
13200	-1398.9615012460617
13300	-1403.9998638562724
13400	-1408.0665039884698
13500	-1402.6980922117
13600	-1403.6781526972202
13700	-1405.7344671584765
13800	-1402.6629752718286
13900	-1400.5833928042548
14000	-1398.826527740946
14100	-1408.1478924500657
14200	-1400.1102916221762
14300	-1408.6025190999112
14400	-1399.6588090061584
14500	-1404.4289844180603
14600	-1407.5060748678184
14700	-1403.285525441348
14800	-1402.0451785843184
14900	-1402.627703270106
15000	-1412.0084848735287
15100	-1406.7911253388952
15200	-1409.0938086893473
15300	-1405.2099703727722
15400	-1403.4363736363143
15500	-1407.5906140924726
15600	-1401.5493559241986
15700	-1413.491720563915
15800	-1402.197884692354
15900	-1404.5449019675646
16000	-1404.757066244218
16100	-1400.2607523380273
16200	-1401.8574276380486
16300	-1407.969812080772
16400	-1404.608516971956
16500	-1404.8014134762939
16600	-1403.0374412451238
16700	-1401.462834450737
16800	-1403.8052526361173
16900	-1407.4447365085905
17000	-1403.003979484275
17100	-1400.5367444725043
17200	-1404.9646698179172
17300	-1404.4590435840196
17400	-1404.2740003357296
17500	-1403.4626297283462
17600	-1403.5305998742972
17700	-1404.2844546254205
17800	-1403.8136700012637
17900	-1400.8297301899534
18000	-1404.2529593622423
18100	-1398.5516937790173
18200	-1406.1802764332847
18300	-1402.1325655053383
18400	-1403.9218173065588
18500	-1406.9429874844132
18600	-1403.195403977247
18700	-1416.544828694389
18800	-1407.0855375441097
18900	-1404.122128816318
19000	-1402.4572813130176
19100	-1405.3415359037954
19200	-1401.8153344594525
19300	-1409.6661034417912
19400	-1399.3782267887614
19500	-1399.8369571964085
19600	-1402.4999498777086
19700	-1407.9779819870382
19800	-1405.0641809929066
19900	-1398.3415068125532
20000	-1401.6411671108394
20100	-1407.7371469368973
20200	-1407.548809361981
20300	-1401.8276588808817
20400	-1402.0876129379708
20500	-1404.6973224680223
20600	-1402.7492753942488
20700	-1404.5058169757972
20800	-1401.4754576542286
20900	-1403.2112686552691
21000	-1398.6218042235569
21100	-1400.640962435099
21200	-1406.3876928316245
21300	-1398.403672194322
21400	-1403.5745570172346
21500	-1404.2129784422286
21600	-1399.9436205952175
21700	-1401.562880032627
21800	-1401.3001691300142
21900	-1405.5953543631658
22000	-1400.7286756853118
22100	-1399.8473106417841
22200	-1404.5202062064388
22300	-1406.8899759244127
22400	-1404.8172772106004
22500	-1400.740966389863
22600	-1400.8627749867587
22700	-1400.292612686492
22800	-1399.0786025254745
22900	-1400.8920757280882
23000	-1402.1141977658203
23100	-1404.9182044202203
23200	-1407.0727798196112
23300	-1407.4229636331015
23400	-1401.9894888877081
23500	-1403.8746301257816
23600	-1404.6586331392527
23700	-1399.8217094990403
23800	-1404.599575590339
23900	-1400.3321164085892
24000	-1405.1880570895423
24100	-1401.9500035341325
24200	-1410.3147925797707
24300	-1401.190038712652
24400	-1405.4665335364602
24500	-1408.0713851456264
24600	-1407.7899341975922
24700	-1400.665291587222
24800	-1403.6150780367054
24900	-1407.9179046496201
25000	-1404.441088525598
25100	-1408.031997029324
25200	-1400.0994914334024
25300	-1405.3843149634242
25400	-1402.836967370299
25500	-1404.3158683141205
25600	-1401.0191445065332
25700	-1411.1831061945177
25800	-1410.7194348726546
25900	-1404.6132584786512
26000	-1402.8773599578712
26100	-1406.7469906959427
26200	-1406.7810327753318
26300	-1403.643680701906
26400	-1401.8820414228735
26500	-1408.3091228753804
26600	-1405.7657517257576
26700	-1408.3869908959311
26800	-1401.3068400390393
26900	-1409.8880308263253
27000	-1400.7480663867154
27100	-1399.5962389265806
27200	-1406.5381533750192
27300	-1404.2379500080465
27400	-1412.1237196666639
27500	-1402.4322845792208
27600	-1407.2256555458646
27700	-1403.4290428756058
27800	-1403.5555193247387
27900	-1402.9423141056382
28000	-1401.5990270605084
28100	-1411.6909548182543
28200	-1406.5996811295784
28300	-1407.2855542757798
28400	-1410.0410694861635
28500	-1407.4822663766727
28600	-1401.458760418376
28700	-1401.9937753091021
28800	-1405.7997052404555
28900	-1405.5767414496381
29000	-1403.1467430811495
29100	-1403.3247766076897
29200	-1402.492773790715
29300	-1398.8192524946548
29400	-1399.233744808882
29500	-1399.6445110780874
29600	-1404.8578226852396
29700	-1407.763834623253
29800	-1400.4008274198654
29900	-1402.4424897514912
30000	-1409.4386749592568
30100	-1403.008768029451
30200	-1412.5741879216757
30300	-1403.97517268947
30400	-1404.301616623025
30500	-1404.621941200783
30600	-1403.1094805203315
30700	-1407.4275173778824
30800	-1401.3695831312484
30900	-1410.2666063173326
31000	-1399.56257355246
31100	-1404.8719511632949
31200	-1405.9369159344446
31300	-1402.3186043478236
31400	-1408.5082972690077
31500	-1404.201558874533
31600	-1402.0744505046114
31700	-1401.4306608162979
31800	-1401.7886646799357
31900	-1400.8089934312056
32000	-1403.451454709401
32100	-1401.3162900238756
32200	-1400.7675072322531
32300	-1399.257717523684
32400	-1404.566601329783
32500	-1407.9269800074594
32600	-1400.990237716648
32700	-1407.6262961255256
32800	-1401.5686868148741
32900	-1409.6941311403425
33000	-1402.4940588296163
33100	-1405.8860188727267
33200	-1401.2838814158079
33300	-1407.0468566402221
33400	-1399.9534596148171
33500	-1403.1847255285566
33600	-1399.6118267685315
33700	-1401.47717268301
33800	-1411.533857145659
33900	-1405.94341638375
34000	-1407.7301618461356
34100	-1400.9218706783415
34200	-1405.6167503857314
34300	-1402.6212980139244
34400	-1410.3540844540553
34500	-1399.7515581175824
34600	-1405.2506325289273
34700	-1402.4184177132793
34800	-1406.4137027814522
34900	-1399.9291076235604
35000	-1405.562532181778
35100	-1401.1769668274605
35200	-1402.5959355438024
35300	-1402.7760053656566
35400	-1402.1844517501154
35500	-1402.8433891796028
35600	-1399.3511072555293
35700	-1399.3275696427372
35800	-1406.284235717142
35900	-1404.7630111276794
36000	-1404.4560661364053
36100	-1409.1581152533895
36200	-1405.8279718799417
36300	-1406.0864521792296
36400	-1401.7136273590604
36500	-1400.9217701143073
36600	-1402.5138531527414
36700	-1399.7230478955516
36800	-1402.3159854259834
36900	-1414.0679903577416
37000	-1400.7874970985463
37100	-1402.5888211305964
37200	-1401.3770855035323
37300	-1405.5574649114772
37400	-1399.2729573836868
37500	-1403.2361257053176
37600	-1406.8552380087676
37700	-1413.110190712963
37800	-1401.56242855127
37900	-1402.3490224016873
38000	-1406.6374609620084
38100	-1405.3869580284795
38200	-1403.8148450571098
38300	-1400.4284714554663
38400	-1400.7406465740396
38500	-1410.4595530960773
38600	-1399.463366536395
38700	-1399.120908904681
38800	-1406.832003750243
38900	-1409.4978391086347
39000	-1405.170006150542
39100	-1401.6558638037645
39200	-1403.6839831119944
39300	-1414.1043493879224
39400	-1399.9745237072734
39500	-1399.9910099527817
39600	-1401.4595302934013
39700	-1399.1455520148033
39800	-1399.8066113484874
39900	-1403.7122214143055
40000	-1400.1706758349333
40100	-1401.5595771795956
40200	-1400.6017122318972
40300	-1400.118101885131
40400	-1400.7528387091957
40500	-1400.6394323393024
40600	-1401.3639824263441
40700	-1410.2925571613537
40800	-1404.550395898056
40900	-1401.188173107829
41000	-1411.9533839260212
41100	-1401.294204453375
41200	-1404.3291450463885
41300	-1403.1965913941528
41400	-1404.673936172825
41500	-1409.1863791706596
41600	-1402.5672613922854
41700	-1400.5168312427952
41800	-1406.3028327257166
41900	-1405.4681238167127
42000	-1403.61059889308
42100	-1409.1656290920234
42200	-1404.7913910356015
42300	-1399.2175679028128
42400	-1402.5888483148153
42500	-1404.5385685971346
42600	-1403.588412008969
42700	-1408.6977691315506
42800	-1412.5557922807643
42900	-1403.2377971654105
43000	-1401.9023704360038
43100	-1402.6471537781422
43200	-1405.1373007039433
43300	-1403.4714072325314
43400	-1399.2708517153135
43500	-1403.0365772138562
43600	-1404.7573374466901
43700	-1401.209402104143
43800	-1400.3603864810432
43900	-1404.042472531762
44000	-1403.7637066623224
44100	-1402.4532051754782
44200	-1399.8862309331228
44300	-1401.851437044652
44400	-1405.2210464352552
44500	-1400.1035119011979
44600	-1401.7700025869485
44700	-1406.7315244964734
44800	-1405.8382954869635
44900	-1413.3378750678867
45000	-1412.0588751045575
45100	-1401.006970579907
45200	-1403.25709135024
45300	-1403.7818442078574
45400	-1399.7171683302895
45500	-1403.4306004657165
45600	-1403.0239882522517
45700	-1403.4463078912231
45800	-1407.5245985146248
45900	-1403.471795581343
46000	-1401.6215099472374
46100	-1399.4182582158573
46200	-1410.2838371698272
46300	-1409.7864260399613
46400	-1402.1638915484343
46500	-1404.2945422438174
46600	-1404.229444873102
46700	-1404.7787829267663
46800	-1406.4870818254028
46900	-1403.435937021773
47000	-1404.9143031936926
47100	-1404.698734954539
47200	-1408.909778656254
47300	-1406.877102462946
47400	-1406.8289316641735
47500	-1399.7011159822755
47600	-1402.8331613706175
47700	-1404.4364047052763
47800	-1404.0218224608934
47900	-1405.1456764102827
48000	-1405.2579938528802
48100	-1403.7379209866199
48200	-1404.2830547095234
48300	-1406.2410878849983
