#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <prior id="lambdaPrior.Ai" name="distribution">
#            <parameter id="lambda" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="alpha" spec="beast.core.parameter.RealParameter">2.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="beta" spec="beast.core.parameter.RealParameter">200.0</parameter>
#            </Gamma>
#        </prior>
#        <distribution id="snapprior.Ai" lambda="@lambda" spec="snap.likelihood.SnAPPrior">
#            <parameter estimate="false" id="alpha" lower="0.0" name="alpha" spec="beast.core.parameter.RealParameter">11.75</parameter>
#            <parameter estimate="false" id="beta" lower="0.0" name="beta" spec="beast.core.parameter.RealParameter">109.73</parameter>
#            <parameter estimate="false" id="kappa" lower="0.0" name="kappa" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <parameter id="coalescenceRate" name="coalescenceRate" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            <tree clusterType="upgma" id="Tree.Ai" nodetype="snap.NodeData" spec="beast.util.ClusterTree">
#                <taxa dataType="integerdata" id="snap.Ai" spec="snap.Data">
#                    <taxonset id="South" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="SthBarrington_BT10a1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="SthBarrington_BT8a1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="SthBarrington_BT9c1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="MtWilson_MW12bm" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="MtWilson_MW5bm" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Termeil_Te3bf" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Termeil_Te3c1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Broadwater_BW10af" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Broadwater_BW19cf" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Broadwater_BW31am" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Dampier_Da11a2" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Dampier_Da19a1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="MaresForest_MF13a1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="MaresForest_MF17am" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Olney_Ol20bm" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Olney_Ol4bm" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Cumberland_Cu12a1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Cumberland_Cu6a1" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="North" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="Kerewong_Ke18dm" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Kerewong_Ke21b1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="NthBarrington_BT4a2" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="NthBarrington_BT6a1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Dorrigo_Do2c2" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Dorrigo_Do5bm" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                </taxa>
#                <parameter id="RealParameter.0" lower="0.0" name="clock.rate" spec="beast.core.parameter.RealParameter" upper="0.0">1.0</parameter>
#            </tree>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution data="@snap.Ai" id="treeLikelihood.Ai" pattern="coalescenceRate" spec="snap.likelihood.SnAPTreeLikelihood" tree="@Tree.Ai">
#            <siteModel id="MutationSiteModel.Ai" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="shape" name="shape" spec="beast.core.parameter.RealParameter">2.0</parameter>
#                <parameter estimate="false" id="proportionInvariant" name="proportionInvariant" spec="beast.core.parameter.RealParameter">0.0</parameter>
#                <substModel coalescenceRate="@coalescenceRate" id="MutationModel" spec="snap.likelihood.SnapSubstitutionModel">
#                    <parameter estimate="false" id="u" lower="0.0" name="mutationRateU" spec="beast.core.parameter.RealParameter">1.7346278317152102</parameter>
#                    <parameter id="v" lower="0.0" name="mutationRateV" spec="beast.core.parameter.RealParameter">0.7024901703800787</parameter>
#                </substModel>
#            </siteModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	theta0	theta1	theta2	TreeHeightLogger
0	-1665.9208149346643	-1505.492714799801	-160.4281001348633	0.06045034836171266	0.17995596693749388	0.08428718293319545	0.1570366322266992
1000	-1604.1996225690755	-1441.5288213997792	-162.67080116929625	0.10401783954428628	0.11231302662602924	0.048745953429716965	0.3019354883695564
2000	-1614.0245057211282	-1456.0084916302776	-158.0160140908505	0.1458304317269566	0.15924350871450166	0.13045470061753084	0.22731176327541297
3000	-1594.3841133934077	-1436.5809892590164	-157.80312413439125	0.1398553262267448	0.12932563459606763	0.11648055160243383	0.31113098090641184
4000	-1602.3323040967161	-1440.8069732439176	-161.52533085279853	0.06800907577145439	0.0639204295420246	0.0922040631738195	0.3129761850569621
5000	-1614.0430206490073	-1454.5037257740478	-159.53929487495958	0.09024830291183665	0.09021578131992404	0.06563492516409257	0.19171819876681948
6000	-1653.890570468729	-1496.5833634521518	-157.3072070165773	0.07740402012146719	0.11221051149269454	0.10875613783099723	0.09832454868682684
7000	-1648.7590770956058	-1491.0201981497207	-157.73887894588495	0.08203586600781754	0.06390175628931799	0.0889937279512581	0.08012363257455107
8000	-1627.4154160658723	-1467.959339532424	-159.45607653344803	0.08769591666175722	0.0860932311392236	0.12072089838587434	0.12332904066206915
9000	-1673.313279636126	-1516.1934415172707	-157.11983811885537	0.10232957533932102	0.053475032457923365	0.1522409502637917	0.042358330171289316
10000	-1594.8016215893542	-1433.3917956812481	-161.40982590810614	0.10778234859302045	0.0420367055980184	0.1029421870957329	0.19587980849385517
11000	-1589.9496598890444	-1430.318120749787	-159.63153913925728	0.10545918938715575	0.12188845110794097	0.12022319699333604	0.6347384253949506
12000	-1682.7277110161524	-1526.6413512098943	-156.08635980625812	0.14004468379795246	0.15485052700053203	0.10624391208919372	0.08974785573863184
13000	-1609.729787591511	-1451.9961041980202	-157.73368339349065	0.13196555640827468	0.1212138917233821	0.07630027361381864	0.21025938495885413
14000	-1660.7397243481155	-1502.7255487743237	-158.0141755737917	0.05636067784304822	0.0908558071111682	0.13117354666531297	0.07975256602198336
15000	-1609.5249282679129	-1452.5007678944241	-157.0241603734886	0.11945525236009716	0.08717155533911164	0.12838829978091443	0.14934478196031847
16000	-1644.8814512149454	-1488.858981816476	-156.0224693984695	0.1141256885939739	0.0931844714199158	0.08611828457732205	0.09921052050862544
17000	-1799.2262923938813	-1643.296931453077	-155.92936094080432	0.101143771251685	0.11615558317563777	0.12791265422611303	0.03000981916011528
18000	-1641.4389319846596	-1483.3607275227935	-158.07820446186602	0.16308607690385724	0.10806474714167962	0.07322595247447809	0.12327327613248765
19000	-1746.1970342122004	-1588.6688665490346	-157.52816766316576	0.06284864354405381	0.074896127947753	0.0894389726872018	0.03156928262981953
20000	-1667.5303772233724	-1511.3737147330726	-156.15666249029974	0.13761085469141107	0.08310633906865607	0.08341194757140794	0.07510195164172563
21000	-1583.1245019366756	-1421.90987837232	-161.21462356435563	0.1312630852334962	0.10106156277426251	0.08233625990792179	0.4732863421307248
22000	-1619.3312110272418	-1460.5093881740893	-158.8218228531525	0.10301377004922367	0.11782433135791591	0.09032967233102789	0.1825914250257361
23000	-1704.6651173223472	-1549.1967951836668	-155.4683221386803	0.09778230580909736	0.08163986012279532	0.17486092839859016	0.03857046750507521
24000	-1621.392842783306	-1463.5955416290312	-157.7973011542747	0.10844995063599812	0.10220590508365314	0.09967293197114463	0.14790447198119083
25000	-1661.9141571902564	-1503.1811429724635	-158.73301421779303	0.08196357707837677	0.0731041136590269	0.12459927965805986	0.06315882969292794
26000	-1718.9273596348935	-1564.0022741326684	-154.92508550222504	0.07893560998610434	0.13141621703609663	0.10384525601196361	0.05228530201768549
27000	-1651.4849091239005	-1493.8802288699364	-157.60468025396398	0.07904484367785053	0.05870035904202902	0.12316878156491877	0.06404595361593211
28000	-1792.4720844403344	-1638.0287608141953	-154.4433236261391	0.10320965625658654	0.12201223040795173	0.07565618963661118	0.03698793438081872
29000	-1611.9907485791132	-1454.537637052375	-157.45311152673813	0.12474287811500528	0.06638799837205377	0.11293838198972489	0.1273119113313632
30000	-1654.6483294103775	-1494.3415293056642	-160.30680010471335	0.0832038373515605	0.04221473143151956	0.11039476505122586	0.057567828220052006
31000	-1596.7093540534984	-1437.433938941494	-159.27541511200445	0.08118898721391452	0.0916470644092584	0.09293400982955749	0.37209932731495504
32000	-1678.2424564639161	-1519.7075248416586	-158.5349316222575	0.06024037465072938	0.10175162171598646	0.10576888558758517	0.07053903205871664
33000	-1614.839515635087	-1451.576962939197	-163.26255269589	0.06796687189619546	0.09375058023034881	0.08359444331801619	0.27653646216798916
34000	-1593.5139530349174	-1435.2431504855567	-158.27080254936084	0.09775937018157185	0.10934055166615388	0.11004648592884117	0.3798745033520306
35000	-1773.7373540206006	-1615.9848059510446	-157.75254806955604	0.06607168865604904	0.07872033997418579	0.06793368551750228	0.030054595844172565
