Sample	likelihood
0	-1086.048445627795
100	-1081.7216901064025
200	-1083.6648316083547
300	-1078.3295257150412
400	-1078.4516671933943
500	-1087.456366057893
600	-1081.5108322686128
700	-1081.4575464348054
800	-1080.1216987637022
900	-1080.500025933411
1000	-1082.4728878171168
1100	-1079.1258075973356
1200	-1080.4211377599363
1300	-1080.3529443249522
1400	-1078.7203088998622
1500	-1079.9895034816095
1600	-1083.063720641735
1700	-1081.0054669825727
1800	-1083.8676480223057
1900	-1084.6869441721644
2000	-1083.9627852503916
2100	-1079.7228058000755
2200	-1081.5280670592028
2300	-1082.9197797036313
2400	-1079.8888728668185
2500	-1081.7843756190396
2600	-1083.4444502696115
2700	-1085.5529320002393
2800	-1079.425799523402
2900	-1082.4285248522056
3000	-1085.5960964774895
3100	-1088.8592516284828
3200	-1095.7705145445339
3300	-1089.6332358080415
3400	-1082.919983705839
3500	-1082.1348517806593
3600	-1086.5730897647309
3700	-1078.5954471336609
3800	-1081.338318156154
3900	-1080.6807081885117
4000	-1084.311182429306
4100	-1088.1422929530697
4200	-1081.2787495934253
4300	-1082.804825400211
4400	-1080.798202719367
4500	-1078.8252046773803
4600	-1084.946623933371
4700	-1088.4258540035826
4800	-1085.4584929016983
4900	-1080.155879129219
5000	-1089.3430297280622
5100	-1081.555311846531
5200	-1083.2138875401915
5300	-1080.2153361226792
5400	-1080.2279310601784
5500	-1081.2409783143362
5600	-1083.241299806014
5700	-1085.1629673369962
5800	-1082.8671892481832
5900	-1081.3885322998813
6000	-1083.542399418736
6100	-1080.3715585840869
6200	-1078.9771155364342
6300	-1088.607257906906
6400	-1083.4862541861762
6500	-1084.7043866940533
6600	-1082.8249297374514
6700	-1085.7093239746482
6800	-1085.563008229289
6900	-1087.3455324351953
7000	-1086.8032417370753
7100	-1081.0890680932985
7200	-1082.4660052827717
7300	-1080.2800280959382
7400	-1079.4478947319935
7500	-1079.9047728915514
7600	-1088.1237097514759
7700	-1085.5450558781827
7800	-1091.5374976129465
7900	-1083.8965769243755
8000	-1083.0295816837645
8100	-1083.842473750561
8200	-1087.9949784040705
8300	-1081.8449965337325
8400	-1087.3332620103865
8500	-1082.8321335618025
8600	-1084.6617782511053
8700	-1085.363254247517
8800	-1088.4483066871935
8900	-1089.4850737941654
9000	-1091.5935573485178
9100	-1082.9849903439058
9200	-1079.4532968709705
9300	-1083.9675179488504
9400	-1087.8299425705386
9500	-1084.9969318137498
9600	-1082.431852190267
9700	-1088.7633958818842
9800	-1084.2498459001613
9900	-1087.2795899266016
10000	-1083.8255448415562
10100	-1084.0034232000378
10200	-1087.7245237735206
10300	-1085.7881177538634
10400	-1083.016453456255
10500	-1083.7475564852216
10600	-1086.7995462492713
10700	-1082.2445344557195
10800	-1079.0624319146768
10900	-1083.4091238755022
11000	-1078.3539943993933
11100	-1088.8961189872703
11200	-1082.50112092911
11300	-1084.5461150040283
11400	-1085.4059008917666
11500	-1082.3262307204743
11600	-1092.8607200300355
11700	-1083.0824004309866
11800	-1102.171219192382
11900	-1089.633569106289
12000	-1095.138057771865
12100	-1086.6332895197465
12200	-1085.1112730050659
12300	-1085.1303984958063
12400	-1082.04768815324
12500	-1083.329256565013
12600	-1094.1288941013609
12700	-1081.3608771096617
12800	-1080.5182862839727
12900	-1079.5501169045986
13000	-1082.7157859954668
13100	-1083.1491151674852
13200	-1079.2276820099376
13300	-1090.8706275125846
13400	-1087.8020789688235
13500	-1090.0038563190647
13600	-1091.5718733726826
13700	-1081.3359277561422
13800	-1084.1286147279357
13900	-1078.7156718469234
14000	-1078.9103465948233
14100	-1086.5693206573508
14200	-1081.3107583434248
14300	-1091.1200757168008
14400	-1080.2685433879378
14500	-1083.6849975751143
14600	-1084.5525728900375
14700	-1090.288838835605
14800	-1080.6420458277175
14900	-1080.1697255660597
15000	-1086.9905055294635
15100	-1081.3910853491511
15200	-1085.3861990811665
15300	-1079.4471052476567
15400	-1083.9777555049477
15500	-1082.7309847658962
15600	-1082.4947867281935
15700	-1083.6712915616256
15800	-1087.3756793224875
15900	-1082.626621781866
16000	-1080.9229729704007
16100	-1087.3235450523339
16200	-1082.1755167988945
16300	-1078.748202468371
16400	-1088.348717261711
16500	-1084.1264977653407
16600	-1079.46246833652
16700	-1084.9840275937586
16800	-1082.3910269734506
16900	-1085.8386730354482
17000	-1080.4461449248322
17100	-1086.1172350517227
17200	-1085.611612873256
17300	-1085.8821933044574
17400	-1086.196358415007
17500	-1081.9383691147953
17600	-1083.224734398901
17700	-1091.1699803938195
17800	-1080.733364262224
17900	-1082.3414415572606
18000	-1085.3954729261118
18100	-1088.9088352899093
18200	-1093.0897934922036
18300	-1088.8245681824528
18400	-1084.1841122850415
18500	-1088.9702819156166
18600	-1087.0093757977788
18700	-1082.320861806901
18800	-1091.4681990450626
18900	-1084.3854492356545
19000	-1084.8138894093488
19100	-1085.7546048858394
19200	-1091.4287825866072
19300	-1080.991424550772
19400	-1082.2765781868038
19500	-1084.3497097534764
19600	-1078.1075695930235
19700	-1081.5441756736354
19800	-1078.7260531302986
19900	-1080.9407268121945
20000	-1080.716395475767
20100	-1080.9200345137376
20200	-1085.3765925334978
20300	-1089.4982969625394
20400	-1086.2755655725286
20500	-1079.6154007994983
20600	-1079.1544853463101
20700	-1082.2736219670405
20800	-1090.8279684685504
20900	-1082.381546438285
21000	-1085.8062205543097
21100	-1087.1232708542962
21200	-1083.7057604662111
21300	-1081.2788655443962
21400	-1082.7191851910193
21500	-1079.7215491532513
21600	-1080.951315940229
21700	-1084.2656380193926
21800	-1082.1176153823296
21900	-1084.119248564953
22000	-1082.5343077058697
22100	-1084.212153043632
22200	-1081.5158542095865
22300	-1083.140273673275
22400	-1085.589978530154
22500	-1086.4343356632778
22600	-1092.226564610994
22700	-1083.2259789845898
22800	-1086.54079571072
22900	-1079.3903201936525
23000	-1082.2970142175914
23100	-1083.510351886835
23200	-1081.3918355910637
23300	-1088.4959918286495
23400	-1082.5760896099569
23500	-1082.6841526628114
23600	-1083.9398153598784
23700	-1083.3414506290067
23800	-1084.3255202578816
23900	-1085.9199004429765
24000	-1086.3654757346476
24100	-1085.2301878079556
24200	-1084.6162449704893
24300	-1087.097150332176
24400	-1080.7693754464067
24500	-1081.4187212828315
24600	-1083.327692065333
24700	-1088.1985923151492
24800	-1081.3934148175513
24900	-1091.9089697278448
25000	-1078.4491242816143
25100	-1083.1945300434109
25200	-1092.7429822877605
25300	-1083.98569602559
25400	-1085.2920712807686
25500	-1086.1600755632862
25600	-1091.8969531979028
25700	-1085.534899395416
25800	-1087.6648878473432
25900	-1092.3944413348113
26000	-1089.4840999663604
26100	-1085.9059361706322
26200	-1078.3805499085884
26300	-1081.8880519942531
26400	-1087.643304494792
26500	-1085.014787514945
26600	-1079.6068461584332
26700	-1080.453009132343
26800	-1099.4986158087322
26900	-1085.0848994199891
27000	-1078.8136130569283
27100	-1078.2810611848047
27200	-1080.6629257355648
27300	-1087.777247455263
27400	-1080.109892187451
27500	-1077.9857545250827
27600	-1079.1942557957154
27700	-1080.2191053275792
27800	-1084.1502767096267
27900	-1080.3977871510447
28000	-1081.4324259491564
28100	-1089.0151926305102
28200	-1084.0067969332954
28300	-1081.009923796248
28400	-1081.7972668810323
28500	-1092.5792489564412
28600	-1078.6618029370916
28700	-1083.3600487091294
28800	-1094.0649741933773
28900	-1082.1130970049285
29000	-1082.4300727729058
29100	-1080.100642238138
29200	-1080.483045212238
29300	-1079.9702314453325
29400	-1081.9185761828999
29500	-1080.841638555044
29600	-1077.6969307191919
29700	-1083.8482750639268
29800	-1084.1272782197766
29900	-1082.8277920385767
30000	-1086.9391906100345
30100	-1088.1639525050573
30200	-1091.4295829968164
30300	-1085.1522166260656
30400	-1083.2571744471284
30500	-1078.158026860403
30600	-1078.9595750470494
30700	-1081.601679057108
30800	-1086.5365476905117
30900	-1092.0938686713607
31000	-1086.0844981898404
31100	-1085.122016109517
31200	-1083.4662879916332
31300	-1079.3479780681105
31400	-1081.5142401946312
31500	-1082.1503263098512
31600	-1082.5282711181703
31700	-1092.3862845388871
31800	-1080.5977344626367
31900	-1080.279582147365
32000	-1078.954660408625
32100	-1079.830381916704
32200	-1079.515693210802
32300	-1086.5767070598558
32400	-1086.1025588100695
32500	-1079.8775922735713
32600	-1083.0186401740411
32700	-1081.205199000815
32800	-1077.3570957597558
32900	-1086.4806311367115
33000	-1078.4547254098575
33100	-1082.1127375950684
33200	-1083.0174232375928
33300	-1084.0973626680552
33400	-1081.5330092049244
33500	-1085.2223646620419
33600	-1092.304412537018
33700	-1083.3979387483632
33800	-1085.9519017121597
33900	-1081.2584271268029
34000	-1083.2909368914961
34100	-1082.4872714539038
34200	-1084.922701329483
34300	-1082.600547227085
34400	-1081.0833198514315
34500	-1079.6411965835903
34600	-1081.1625032423658
34700	-1084.414128149543
34800	-1082.6962503681225
34900	-1088.4548983495067
35000	-1089.5075483938676
35100	-1082.436838462932
35200	-1085.9812857525726
35300	-1085.7499588920853
35400	-1083.3593280227615
35500	-1082.9959410033398
35600	-1081.4137418157206
35700	-1084.1195671064881
35800	-1085.7791593496206
35900	-1091.1377968189174
36000	-1086.205040308528
36100	-1081.088339252069
36200	-1085.1718429211267
36300	-1080.1407434098833
36400	-1082.9830334996532
36500	-1093.948689207784
36600	-1085.7407463179943
36700	-1084.4793237677584
36800	-1091.2178720071242
36900	-1080.3487949232567
37000	-1087.412279968151
37100	-1087.2256710959869
37200	-1081.141068868024
37300	-1079.2916602216683
37400	-1081.9459525166617
37500	-1089.4326009289446
37600	-1081.8053009523926
37700	-1084.7472699905497
37800	-1081.463786218489
37900	-1088.3570185133503
38000	-1085.351505587093
38100	-1089.4586851741685
38200	-1091.0499082588772
38300	-1087.2288712505112
38400	-1084.3369870190622
38500	-1089.3464857268395
38600	-1096.8600448951245
38700	-1087.3024598732081
38800	-1091.1040592877152
38900	-1080.5417200872967
39000	-1084.7362479806538
39100	-1086.8367595139848
39200	-1092.9277799502001
39300	-1083.5622694334465
39400	-1088.5369785941466
39500	-1088.4453869961615
39600	-1088.8359429793693
39700	-1082.5733156660012
39800	-1083.7036488591157
39900	-1082.7369227511845
40000	-1087.3593358271432
40100	-1083.8841483833626
40200	-1088.960095816636
40300	-1088.9660850637765
40400	-1090.3780125201868
40500	-1086.8468941188057
40600	-1085.8137692439084
40700	-1089.5710202974983
40800	-1093.0648126816066
40900	-1085.0076846728246
41000	-1083.7529832008886
41100	-1081.8867283583954
41200	-1080.7678394408274
41300	-1086.8456455729843
41400	-1084.455146540026
41500	-1079.4854215020187
41600	-1080.5017860825478
41700	-1090.2697758866454
41800	-1085.1299388451378
41900	-1078.6811126318594
42000	-1083.7409896358497
42100	-1081.4902019205501
42200	-1081.9454685600385
42300	-1087.2033267289648
42400	-1082.1428170704148
42500	-1084.169364621794
42600	-1079.9913230633188
42700	-1086.529118951979
42800	-1082.0584693217338
42900	-1081.0569180399298
43000	-1078.2884924546158
43100	-1079.4946746000312
43200	-1079.8095901789138
43300	-1082.6156498388186
43400	-1081.8266800266529
43500	-1088.8212406004684
43600	-1083.5525362594244
43700	-1082.4846749136975
43800	-1078.5862584539602
43900	-1081.2646645180919
44000	-1085.9393090420315
44100	-1089.1040723884344
44200	-1084.4219164625224
44300	-1086.8566398276707
44400	-1085.0893019439586
44500	-1082.2042898213062
44600	-1093.6237171708171
44700	-1090.1544846500567
44800	-1090.6973446971924
44900	-1082.1515481475412
45000	-1087.792319763551
45100	-1092.181369760394
45200	-1079.8934771706045
45300	-1081.5536608184884
45400	-1083.3376032253168
45500	-1083.2599602758246
45600	-1081.3253934051527
45700	-1081.5311422343684
45800	-1081.5012766646796
45900	-1084.5905315536897
46000	-1088.6342967634084
46100	-1081.2675865587923
46200	-1081.3743372559147
46300	-1086.2904261256363
46400	-1081.736268672034
46500	-1087.6478826054883
46600	-1085.1952971503445
46700	-1082.3774676922308
46800	-1087.7658311306109
46900	-1091.9391780254307
47000	-1079.9627750769257
47100	-1089.8226844705518
47200	-1085.8894328887984
47300	-1090.2308788885275
47400	-1088.3865048340153
47500	-1081.3532615972713
47600	-1078.8717732527202
47700	-1085.645238350351
47800	-1088.0682043561692
47900	-1081.088365072788
48000	-1088.093752600125
48100	-1083.5541343203977
48200	-1084.6509901709665
48300	-1088.8242582191851
48400	-1085.586907548043
48500	-1080.6020935363078
48600	-1081.920391054259
48700	-1080.855965080116
48800	-1080.5259056720292
48900	-1077.7165097075792
49000	-1082.050488676814
49100	-1084.714077029469
49200	-1087.3307831539316
49300	-1080.1958110263668
49400	-1084.261488612564
49500	-1081.6270607045894
49600	-1078.8414745324676
49700	-1079.9426482118026
49800	-1082.286463472142
49900	-1084.2211280602153
50000	-1092.4597285317627
50100	-1087.2137669872257
50200	-1091.8822693738782
50300	-1083.4701242727238
50400	-1080.6269848044558
50500	-1087.8477053068978
50600	-1090.9370856021737
50700	-1084.4105809968569
50800	-1082.1621095940163
50900	-1084.1063109336694
51000	-1090.0217500163726
51100	-1082.9666091121205
51200	-1082.711021750987
51300	-1078.808052373127
51400	-1084.0107214966645
51500	-1086.1456484405878
51600	-1080.3994551570115
51700	-1083.1970847611788
51800	-1081.058592653958
51900	-1086.5679201881435
52000	-1084.7662115136222
52100	-1086.414667583148
52200	-1084.5619053224063
52300	-1087.0026395943405
52400	-1087.8511783162485
52500	-1082.7786055227766
52600	-1087.8726639751217
52700	-1085.8795865691704
52800	-1082.6693713306402
52900	-1079.6793665963235
53000	-1084.276134310127
53100	-1080.5558278648464
53200	-1084.7020063036566
53300	-1082.3957805370287
53400	-1084.1521982932845
53500	-1081.2466263420458
53600	-1081.9760297688051
53700	-1084.3830058189533
53800	-1078.9249685174168
53900	-1077.792280647971
54000	-1085.0634034453285
54100	-1081.1154187289592
54200	-1087.1984494750977
54300	-1079.7605918500806
54400	-1083.5267354626703
54500	-1080.929500847783
54600	-1083.1687018968132
54700	-1089.1704050768044
54800	-1086.0137858767657
54900	-1084.7003054957222
55000	-1090.0750067809486
55100	-1090.150239142285
55200	-1080.6615033760793
55300	-1091.7865874214242
55400	-1083.1527674275944
55500	-1079.6741292553745
55600	-1084.073950543371
55700	-1076.6095101276787
55800	-1079.8355082592434
55900	-1089.552770777943
56000	-1088.525626757937
56100	-1083.7229538045203
56200	-1085.8234311279662
56300	-1086.3953357381147
56400	-1081.6004334428872
56500	-1086.5153522822268
56600	-1081.3122109343535
56700	-1084.8676100082987
56800	-1085.8772436209742
56900	-1081.4813903463241
57000	-1077.9693857086058
57100	-1082.5806453649725
57200	-1082.6435932533932
57300	-1080.7678654544293
57400	-1085.3546735284308
57500	-1091.9718985720897
57600	-1088.985651200002
57700	-1092.6125669403555
57800	-1097.3789832206594
57900	-1087.8969896817175
58000	-1081.588322581988
58100	-1086.3536265766143
58200	-1077.3866388611195
58300	-1087.6503175647758
58400	-1081.1054713486594
58500	-1078.504422395717
58600	-1082.2897571644567
58700	-1078.4223686122702
58800	-1080.987477471384
58900	-1085.4995122940263
59000	-1080.4228190501026
59100	-1084.3605029962932
59200	-1088.934907534098
59300	-1090.2511946816217
59400	-1086.4063205116895
59500	-1081.1525173398695
59600	-1083.2732914607348
59700	-1089.618931924148
59800	-1091.20374601393
59900	-1085.2933553717085
60000	-1089.01757190921
60100	-1083.767578855999
60200	-1084.9350111347928
60300	-1088.5283827387977
60400	-1084.9928865172233
60500	-1080.8163117798672
60600	-1088.1419571702427
60700	-1079.8441709344424
60800	-1083.9778156133402
60900	-1082.5801451167738
61000	-1081.530349872237
61100	-1080.9873014726759
61200	-1085.1030011935723
61300	-1081.8603455745467
61400	-1083.2222741032742
61500	-1078.541816766338
61600	-1085.7158258979157
61700	-1089.4328646806769
61800	-1088.0058463485216
61900	-1084.2947117703875
62000	-1085.305974368809
62100	-1080.3524322882045
62200	-1080.5513341708543
62300	-1080.7053527347489
62400	-1078.8538264382496
62500	-1080.5544780541782
62600	-1078.7301827984516
62700	-1078.1457044103274
62800	-1079.432567630379
62900	-1083.8951894155634
63000	-1080.3455690842325
63100	-1090.884063439171
63200	-1080.3647221633237
63300	-1087.159241035609
63400	-1081.8031503147952
63500	-1081.3934960233576
63600	-1080.4677610800743
63700	-1083.6274503737823
63800	-1086.39619284632
63900	-1087.1408510599713
64000	-1085.167144107268
64100	-1079.2075341543737
64200	-1083.0769756690079
64300	-1079.705818469437
64400	-1078.8416436967782
64500	-1079.4438438508432
64600	-1085.5912980888654
64700	-1080.778688216899
64800	-1080.159715120701
64900	-1078.4936944856781
65000	-1085.1000278832976
65100	-1077.436922429648
65200	-1079.368869191917
65300	-1080.1385942464394
65400	-1079.8127403635913
65500	-1086.309931119376
65600	-1081.2552779925502
65700	-1092.7101074471948
65800	-1082.1378148255571
65900	-1085.1433262893895
66000	-1083.21030625829
66100	-1081.3241105849124
66200	-1080.9293766158344
66300	-1079.6011614311033
66400	-1077.4129185547667
66500	-1080.1119605923805
66600	-1082.5629735384791
66700	-1082.640223783846
66800	-1084.1181084120835
66900	-1080.7895220430125
67000	-1083.2578052801846
67100	-1081.2419796241957
67200	-1082.2995186382343
67300	-1079.706485641429
67400	-1079.6937570409282
67500	-1084.5985942002767
67600	-1090.6089131780009
67700	-1082.5266716419383
67800	-1087.4140314654162
67900	-1079.2598510998741
68000	-1086.7948106925005
68100	-1091.330948368818
68200	-1080.6502641665174
68300	-1088.005776184262
68400	-1087.0270334059746
68500	-1086.1514695433552
68600	-1096.397271501136
68700	-1083.3004090658865
68800	-1082.0495719654136
68900	-1087.3885971682903
69000	-1082.2808087987964
69100	-1086.4495983480017
69200	-1088.8362466567355
69300	-1086.112327865068
69400	-1083.7540507507179
69500	-1086.8406818965855
69600	-1089.386646037862
69700	-1078.445501782775
69800	-1095.9784718021494
69900	-1081.6090116152145
70000	-1078.747726057589
70100	-1083.7214038281768
70200	-1083.6925427718106
70300	-1089.6724254382516
70400	-1091.945209779855
70500	-1090.3412414286668
70600	-1100.1424590179363
70700	-1097.5950982228433
70800	-1093.4186250176726
70900	-1090.5775257728285
71000	-1088.644385454335
71100	-1088.3756686232437
71200	-1088.6833578823748
71300	-1078.838548835101
71400	-1079.6768299854298
71500	-1081.1745091927005
71600	-1083.824741541127
71700	-1087.268768797036
71800	-1089.2156957238176
71900	-1084.5548939186333
72000	-1082.6806864875794
72100	-1080.8711420543505
72200	-1084.630751711678
72300	-1081.7459373451898
72400	-1082.4753349616353
72500	-1102.5337798261692
72600	-1092.3759192479508
72700	-1085.0178077531975
72800	-1086.6172309996377
72900	-1089.1283647669864
73000	-1079.3820853620264
73100	-1080.3087335110195
73200	-1080.6099799959288
73300	-1081.7618645826192
73400	-1078.800319451676
73500	-1079.3411824055838
73600	-1083.7221497528349
73700	-1080.2538224207578
73800	-1087.020352530144
73900	-1079.9133550717174
74000	-1077.9238856674588
74100	-1081.2190544399627
74200	-1091.6508584706921
74300	-1091.8886960288132
74400	-1095.2768312330331
74500	-1089.2623833878092
74600	-1083.2584513848076
74700	-1081.578387159579
74800	-1077.9781228365143
74900	-1083.6420855169113
75000	-1083.8596702037253
75100	-1082.1732657059868
75200	-1085.0210397155522
75300	-1080.9003560713277
75400	-1086.5426618974611
75500	-1092.4413113033754
75600	-1088.4459060492447
75700	-1082.551388104337
75800	-1080.7736588276043
75900	-1085.8236445568077
76000	-1079.5032290532527
76100	-1080.321066279857
76200	-1083.1313064957503
76300	-1087.935712393231
76400	-1090.92905298409
76500	-1079.006673691706
76600	-1082.4235700741779
76700	-1083.3921673637178
76800	-1082.368972628949
76900	-1083.8360580279536
77000	-1087.1403673024065
77100	-1080.464700381846
77200	-1077.7743540923395
77300	-1079.6328715362356
77400	-1081.9568577123168
77500	-1078.7354552085208
77600	-1084.4136812200984
