#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <prior id="lambdaPrior.Ai" name="distribution">
#            <parameter id="lambda" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="alpha" spec="beast.core.parameter.RealParameter">2.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="beta" spec="beast.core.parameter.RealParameter">200.0</parameter>
#            </Gamma>
#        </prior>
#        <distribution id="snapprior.Ai" lambda="@lambda" spec="snap.likelihood.SnAPPrior">
#            <parameter estimate="false" id="alpha" lower="0.0" name="alpha" spec="beast.core.parameter.RealParameter">11.75</parameter>
#            <parameter estimate="false" id="beta" lower="0.0" name="beta" spec="beast.core.parameter.RealParameter">109.73</parameter>
#            <parameter estimate="false" id="kappa" lower="0.0" name="kappa" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <parameter id="coalescenceRate" name="coalescenceRate" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            <tree clusterType="upgma" id="Tree.Ai" nodetype="snap.NodeData" spec="beast.util.ClusterTree">
#                <taxa dataType="integerdata" id="snap.Ai" spec="snap.Data">
#                    <taxonset id="Central" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="SthBarrington_BT10a1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="SthBarrington_BT8a1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="SthBarrington_BT9c1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="MtWilson_MW12bm" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="MtWilson_MW5bm" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="MaresForest_MF13a1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="MaresForest_MF17am" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Olney_Ol20bm" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Olney_Ol4bm" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Cumberland_Cu12a1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Cumberland_Cu6a1" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="South" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="Termeil_Te3bf" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Termeil_Te3c1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Broadwater_BW10af" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Broadwater_BW19cf" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Broadwater_BW31am" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Dampier_Da11a2" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Dampier_Da19a1" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="North" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="Kerewong_Ke18dm" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Kerewong_Ke21b1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="NthBarrington_BT4a2" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="NthBarrington_BT6a1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Dorrigo_Do2c2" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="Dorrigo_Do5bm" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                </taxa>
#                <parameter id="RealParameter.0" lower="0.0" name="clock.rate" spec="beast.core.parameter.RealParameter" upper="0.0">1.0</parameter>
#            </tree>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution data="@snap.Ai" id="treeLikelihood.Ai" pattern="coalescenceRate" spec="snap.likelihood.SnAPTreeLikelihood" tree="@Tree.Ai">
#            <siteModel id="MutationSiteModel.Ai" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="shape" name="shape" spec="beast.core.parameter.RealParameter">2.0</parameter>
#                <parameter estimate="false" id="proportionInvariant" name="proportionInvariant" spec="beast.core.parameter.RealParameter">0.0</parameter>
#                <substModel coalescenceRate="@coalescenceRate" id="MutationModel" spec="snap.likelihood.SnapSubstitutionModel">
#                    <parameter estimate="false" id="u" lower="0.0" name="mutationRateU" spec="beast.core.parameter.RealParameter">1.7346278317152102</parameter>
#                    <parameter id="v" lower="0.0" name="mutationRateV" spec="beast.core.parameter.RealParameter">0.7024901703800787</parameter>
#                </substModel>
#            </siteModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	theta0	theta1	theta2	theta3	theta4	TreeHeightLogger
0	-1349.5711236814052	-1086.28819084818	-263.2829328332252	0.10735595606359002	0.16852963747668118	0.0657597488217811	0.0442669645277935	0.10544389091063379	0.5291098177508617
1000	-1361.8944543701637	-1099.8514543455476	-262.043000024616	0.10825169238804236	0.06769096516793623	0.06373076168180536	0.08740775248735859	0.14947877159293665	0.7241109473265883
2000	-1361.049910358117	-1098.4554576850328	-262.59445267308405	0.09139601982651716	0.0769548727849724	0.08813789739044411	0.0767237281082287	0.1606661993950667	0.5784427989594783
3000	-1346.3614298181465	-1086.2354288006545	-260.12600101749206	0.10351602308016959	0.14343613000762864	0.08024311267063038	0.08097876434341868	0.09265411400873258	1.0047461832130147
4000	-1369.7523876628159	-1111.4520963823857	-258.3002912804302	0.10259966727216424	0.05851264540264589	0.08559960628668223	0.10559278207556211	0.10791528036463782	0.2720147949992189
5000	-1347.0438100022136	-1086.6729993715276	-260.370810630686	0.11030791557822191	0.09232528108514299	0.042883250898246836	0.12452828134658118	0.1176272611925041	0.4048952483523913
6000	-1365.8898610136273	-1105.9149752475466	-259.97488576608066	0.08358269629482096	0.12979227537802165	0.1181589972208443	0.07881577413525205	0.17044728842314605	0.321211503803308
7000	-1344.6204938184574	-1083.1321974815937	-261.4882963368635	0.11770565046824111	0.14920832192068875	0.06469889179992139	0.11669832609284522	0.07437832362982993	0.7658905761710066
8000	-1357.815351424719	-1094.9005286457277	-262.91482277899127	0.055565739787293775	0.1310118803048923	0.06790727657227293	0.1599908861268639	0.15092701060404892	0.7755674492398589
9000	-1348.2476496976637	-1086.8091297889782	-261.4385199086855	0.14134022350685524	0.0843989807718134	0.06741736423127367	0.13070982536243422	0.06323395589710737	0.5941623859742232
10000	-1350.3746129085853	-1091.8665199912784	-258.5080929173068	0.11910021921546199	0.1829555319913615	0.07661960833288373	0.10169236200200747	0.10782193785466744	0.5245021264376291
11000	-1351.7521750285482	-1087.5892420268774	-264.1629330016707	0.08828250549294389	0.0663290145342232	0.07665787113636507	0.05785123846935028	0.09339264185784243	1.0719442724002766
12000	-1363.4588007898915	-1098.9976558096741	-264.46114498021745	0.08333546008572643	0.08915489392741771	0.12567851538442149	0.05320058326276203	0.15289570223906807	1.3082401268618695
13000	-1351.2948633700823	-1090.2360246004619	-261.0588387696205	0.08822696921717516	0.06414670601972144	0.06920071558717243	0.1121014386325564	0.0722104823642903	0.49484073610975604
14000	-1351.1137172607873	-1088.9631508523385	-262.1505664084488	0.17772729762312567	0.15050480731720028	0.05538525584049739	0.10400985887731046	0.12487024317311743	0.7148759521686211
15000	-1344.6449024535882	-1087.2293750223544	-257.4155274312337	0.08835573103185887	0.1134423008228065	0.06966041700552576	0.13204735867775746	0.11314132924236864	0.4530888961519442
16000	-1343.9915809324689	-1081.962690725658	-262.02889020681107	0.08217697950819573	0.14699686311283788	0.05426116940296606	0.11664653681447386	0.11998219224191203	1.102974053134281
17000	-1348.5534998535231	-1090.4038599890205	-258.1496398645027	0.13537528215538117	0.08581499910188724	0.09718504546760169	0.13866340054992854	0.09928485870543804	0.7454170693708806
18000	-1347.6300362933162	-1089.3194833635464	-258.3105529297698	0.10215904518296877	0.12899001951492436	0.08466708542283276	0.07301151361880066	0.11372717040580663	0.5867624999521543
19000	-1347.6123805142781	-1083.5355728435466	-264.07680767073157	0.12436418208398166	0.07515021576319428	0.04577317826202176	0.11921779920115456	0.08625342313970828	0.5778548453707438
20000	-1340.3345600652979	-1080.8727335654203	-259.46182649987753	0.09858538935807214	0.09110728616700318	0.06400118149715556	0.107113048620077	0.11005120727287958	0.7799820715619933
21000	-1345.7241259714338	-1088.0938703279667	-257.63025564346697	0.09109546366741537	0.09893313699352517	0.08099137281620308	0.1075627729722373	0.15181649319736354	0.507363445381353
22000	-1343.620874353259	-1082.146838069201	-261.47403628405795	0.1188575384634311	0.1405604064159587	0.057651880031463536	0.12642828372977732	0.13405112098584926	0.8128757199271499
23000	-1358.6373848968003	-1090.5917480241264	-268.0456368726739	0.13065208879532025	0.08124261076082638	0.05985011977089458	0.05085245056141639	0.03840230171348148	0.3501721048621053
24000	-1346.666742400257	-1085.6009904712757	-261.0657519289811	0.08366948544962798	0.0963180156391857	0.07193447176961008	0.11773387513377633	0.10116485135456478	1.4476697404123864
25000	-1350.1031969194364	-1087.0895943667547	-263.0136025526816	0.07300618109384827	0.12915660567582307	0.05467869641078373	0.11971645599256123	0.0874766021026039	1.1335528849618788
26000	-1350.028833886013	-1089.8736817193949	-260.15515216661817	0.1406970485832353	0.09217161492377324	0.09270156196950152	0.12850885329453243	0.09702428967459262	1.6055496183350237
27000	-1357.6564742563382	-1102.2727276633636	-255.38374659297452	0.10139002066869902	0.08789496364678255	0.08456431076019733	0.13068887060203568	0.11376588507306228	0.2953582601659443
28000	-1349.6072696593974	-1090.6714361053314	-258.9358335540661	0.1201237396649998	0.09435516290564654	0.07331444733975695	0.07437344431876258	0.1367956669006288	0.4349592522852302
