Sample	likelihood
0	-987.6463108167308
100	-991.7719494729529
200	-982.911563054356
300	-987.9995757532664
400	-988.9959575317826
500	-986.1162159286419
600	-994.7083616035759
700	-1001.405679024337
800	-997.3756362795566
900	-995.2802813271401
1000	-994.0415519987616
1100	-997.1551199830695
1200	-991.0080649611068
1300	-987.370037305204
1400	-988.2692267226363
1500	-990.4372394657155
1600	-996.4936785023366
1700	-997.715534117218
1800	-1003.3779493007361
1900	-989.5228957480495
2000	-996.7885973896649
2100	-993.4484556409926
2200	-982.2428716550854
2300	-974.9283903525973
2400	-980.6692095598046
2500	-990.5936084073347
2600	-980.3942173724189
2700	-982.5924260973644
2800	-976.4909649720463
2900	-976.3290262840144
3000	-979.7551531614636
3100	-976.4312010593359
3200	-983.958246331035
3300	-980.8516573417045
3400	-980.69878621715
3500	-979.7130069593496
3600	-973.7538523930089
3700	-972.429106219196
3800	-975.8521155184156
3900	-977.4961280858361
4000	-978.1519081765992
4100	-994.5552534286811
4200	-994.428949930117
4300	-993.5484238215852
4400	-997.7478282977212
4500	-992.8718169818394
4600	-993.4296207724993
4700	-981.4410227165829
4800	-984.5627247337362
4900	-987.0346806762306
5000	-994.8385884391369
5100	-994.6791337239695
5200	-985.7978436837398
5300	-980.0783860053874
5400	-985.5991951617277
5500	-993.1430743467768
5600	-995.3797094156117
5700	-990.9991596638599
5800	-991.3641106878796
5900	-993.0058688817019
6000	-990.8206384738148
6100	-983.4800107952448
6200	-990.9345761631013
6300	-990.6036785003981
6400	-990.9776547467995
6500	-1002.2721136397053
6600	-983.9806472173857
6700	-980.8216656624406
6800	-983.3695404439044
6900	-978.6956997744087
7000	-977.0863840657781
7100	-977.8673913813086
7200	-979.8366331967648
7300	-988.0024820754608
7400	-1002.104485777656
7500	-996.7925122741872
7600	-992.2680497073133
7700	-988.297688326905
7800	-986.8752224721477
7900	-975.7156329519345
8000	-983.9047198888625
8100	-985.5550477395078
8200	-989.7634763762
8300	-988.9398897787166
8400	-990.0951440505706
8500	-985.1726338493245
8600	-984.758149148918
8700	-989.8688114843508
8800	-989.0428121601882
8900	-990.2446305149989
9000	-984.1142757728622
9100	-988.2610199248332
9200	-988.28051600006
9300	-985.4845716009164
9400	-983.636961145387
9500	-982.5961040919312
9600	-981.3195852581298
9700	-990.3199805784255
9800	-983.3503348785885
9900	-983.9422344094378
10000	-971.5940317999332
10100	-976.3806001051795
10200	-980.7298595537333
10300	-988.5378722763593
10400	-986.7070241680476
10500	-987.1892591286697
10600	-977.2311145364242
10700	-988.971967407219
10800	-987.0699652004392
10900	-983.5016669500599
11000	-988.6043543950744
11100	-981.5316867177874
11200	-978.6923468196918
11300	-980.0825787099297
11400	-981.462406980614
11500	-979.9071860091169
11600	-982.5873453205768
11700	-983.4581575291577
11800	-978.9713798512507
11900	-984.3197829134215
12000	-975.8758929831306
12100	-976.6014610894209
12200	-979.6178014992186
12300	-987.4371671350084
12400	-980.9633444465558
12500	-978.1911964280895
12600	-980.1067590196346
12700	-973.8899791667502
12800	-975.7224024696662
12900	-970.3350741140442
13000	-987.9514221018784
13100	-977.217827900997
13200	-978.7406687520802
13300	-981.1723504077428
13400	-979.7275181907327
13500	-987.2003325608847
13600	-991.5558148356059
13700	-983.8103373367435
13800	-980.4556291516558
13900	-992.2349572484462
14000	-987.4523206254046
14100	-1000.8754354987499
14200	-985.5599826514702
14300	-981.7049633524533
14400	-982.6718565259869
14500	-987.0683217000432
14600	-989.3067221449663
14700	-990.4723073567759
14800	-985.3517749124043
14900	-993.0540970760766
15000	-997.5126212325587
15100	-982.6023112423863
15200	-981.6044048080371
15300	-980.400139331175
15400	-986.074526491875
15500	-991.7309711905312
15600	-993.0504316067812
15700	-989.8681493717277
15800	-982.1064039374818
15900	-983.198460696434
16000	-992.0392509416914
16100	-985.551637857908
16200	-988.9378501254791
16300	-984.5100989108186
16400	-987.9971639550101
16500	-987.0218763831418
16600	-988.3794508545344
16700	-981.2164685228605
16800	-982.4673489179567
16900	-980.8705840388313
17000	-974.6406154678843
17100	-978.5598063116134
17200	-973.2793650154555
17300	-983.68070522531
17400	-989.0014555814699
17500	-972.60932905681
17600	-977.4746997552625
17700	-988.2028481977942
17800	-987.480377197555
17900	-985.9999285775483
18000	-991.6692950714576
18100	-993.6511111796938
18200	-994.3847218036702
18300	-993.5648747795194
18400	-989.2846588344843
18500	-995.1477940401354
18600	-976.7152517003931
18700	-986.2081724637106
18800	-984.6187904939607
18900	-988.2202487840855
19000	-983.9597915168678
19100	-995.3490748377575
19200	-993.4323970155215
19300	-997.2958741943532
19400	-1004.6908591857606
19500	-987.0796157166618
19600	-986.0675808094428
19700	-982.7189082576829
19800	-988.1150300933817
19900	-980.4501421387437
20000	-988.3351116058537
20100	-980.5571522537923
20200	-984.8623769686177
20300	-990.333633446002
20400	-984.451337056795
20500	-975.8894862486986
20600	-977.6595170859559
20700	-985.4099184470755
20800	-991.4285442325813
20900	-985.4651222831778
21000	-993.6923006157723
21100	-994.4213752251018
21200	-988.2315868423328
21300	-992.1652879340572
21400	-993.6926851709514
21500	-981.731254616135
21600	-984.6594174485933
21700	-993.9449270955986
21800	-985.5533755625082
21900	-989.7639383803374
22000	-993.3888427655633
22100	-994.3518408509827
22200	-994.5395221058333
22300	-990.2479250165349
22400	-987.0956579361296
22500	-987.5506380066398
22600	-980.7330348820017
22700	-989.2190119792922
22800	-991.9189835401523
22900	-1007.1832294203947
23000	-1007.5075930975438
23100	-999.626435921841
23200	-998.7197716804383
23300	-991.7797114475254
23400	-991.0445479149737
23500	-1000.22977897625
23600	-999.1902162027227
23700	-994.4924815796555
23800	-990.9924911002408
23900	-982.1356725381215
24000	-988.1623987218956
24100	-986.9676282828079
24200	-989.7164721123246
24300	-990.6148554379411
24400	-995.2444557049485
24500	-996.0880723032838
24600	-988.0372227084906
24700	-985.6727279225673
24800	-977.8773899009228
24900	-985.7161367274526
25000	-979.7160095826258
25100	-984.0348953836572
25200	-991.10866479658
25300	-990.9070946632442
25400	-988.7796338670665
25500	-985.6701624555393
25600	-985.541008837342
25700	-984.9877902658801
25800	-987.3751614780293
25900	-983.1090508710017
26000	-993.7591442030657
26100	-992.3953086949163
26200	-989.5799000883253
26300	-994.8547292626686
26400	-984.4493395036683
26500	-983.1949721848641
26600	-972.8539034108729
26700	-986.5402713576901
26800	-986.3607387354278
26900	-984.5987748140997
27000	-980.0895510147685
27100	-980.2555464121402
27200	-980.1843291222382
27300	-974.8379709089177
27400	-976.1262728519847
27500	-977.0240540009703
27600	-980.3267470351451
27700	-985.780611652865
27800	-980.0847728948173
27900	-985.8820279673372
28000	-990.3837161085003
28100	-985.479454516232
28200	-983.2823969617695
28300	-987.3319036750418
28400	-984.7410701284803
28500	-988.1028087214322
28600	-988.5625679939242
28700	-985.5626611806854
28800	-981.7810334453994
28900	-979.9991727913474
29000	-979.1686701903195
29100	-985.1324481124799
29200	-987.2055798892492
29300	-983.1860046481655
29400	-983.5539100525948
29500	-979.0356628382456
29600	-984.0244021319594
29700	-987.2068534771928
29800	-983.0636784599079
29900	-1001.0079195181044
30000	-989.0331525013831
30100	-984.3582137379519
30200	-986.3340627772801
30300	-984.0288528135256
30400	-987.658744281689
30500	-980.9542015576051
30600	-980.8162898457978
30700	-977.1393074515553
30800	-976.3633906457603
30900	-972.200881853283
31000	-976.1098233908502
31100	-988.3542845182533
31200	-990.3932297950809
31300	-974.5356994046701
31400	-981.6289359409768
31500	-975.8835749975672
31600	-984.7319441874862
31700	-984.4014894086455
31800	-989.9389533638854
31900	-984.808647747192
32000	-986.1386729223036
32100	-982.1088273363174
32200	-985.1839740319101
32300	-982.0669783939962
32400	-982.8324765308057
32500	-984.38937452589
32600	-982.1374832815561
32700	-987.1727714925162
32800	-990.2956671537347
32900	-990.2020340269122
33000	-990.2389211837605
33100	-984.9479524433068
33200	-990.2208707485277
33300	-984.3037479827132
33400	-983.2401260077712
33500	-985.4413590702784
33600	-995.467128790885
33700	-985.7438615966954
33800	-987.1772483664545
33900	-985.6618331890581
34000	-973.7982839840586
34100	-974.1621910666948
34200	-974.2664929026474
34300	-977.1255412060655
34400	-986.1397889899356
34500	-983.3063554931232
34600	-983.3939324568865
34700	-985.4737710802403
34800	-982.1289213334941
34900	-989.2258212356359
35000	-976.6098423203551
35100	-986.6495492825819
35200	-988.3002355465351
35300	-987.3099761942739
35400	-997.4628347916577
35500	-991.4052695810702
35600	-979.1277347061558
35700	-987.7671762214097
35800	-997.827137587875
35900	-990.9468306092803
36000	-994.58475022873
36100	-982.2997693741576
36200	-985.6617908052921
36300	-992.7862500923866
36400	-997.5170762940764
36500	-997.48786587622
36600	-988.367821553383
36700	-992.4570282491376
36800	-987.6116842438576
36900	-993.0345404661745
37000	-990.6095971547195
37100	-986.0089072926763
37200	-990.574401260099
37300	-979.9133941501067
37400	-989.5315491359875
37500	-987.248609102866
37600	-988.0591101086374
37700	-1001.9873260658483
37800	-996.1437453326075
37900	-985.4958516291678
38000	-983.028325030126
38100	-986.6944575087821
38200	-987.8588216162768
38300	-1001.6203262090668
38400	-1001.2278183006084
38500	-994.2323019033571
38600	-993.2859801375703
38700	-989.5858525070989
38800	-978.2976789610876
38900	-982.7791083365416
39000	-979.6971519058162
39100	-984.5223748967564
39200	-987.9573454325855
39300	-990.8451357210321
39400	-992.5930490867482
39500	-983.4510123530357
39600	-983.8702721084458
39700	-986.4465242453211
39800	-988.0346693201786
39900	-989.6793947589092
40000	-991.8026516466019
40100	-993.6327827802714
40200	-993.1214139018037
40300	-985.5006333859786
40400	-981.5507421087698
40500	-988.8552823863008
40600	-985.658167795967
40700	-986.2216678578369
40800	-986.5996284835144
40900	-986.3491157911543
41000	-982.795076424141
41100	-993.9376254564112
41200	-984.2856510595353
41300	-997.5899839977247
41400	-999.6590786610325
41500	-1002.8562925681647
41600	-983.0768442454515
41700	-989.56789592888
41800	-980.1042279219694
41900	-981.4103038056793
42000	-990.4932308180759
42100	-996.7804250523906
42200	-990.2296164888483
42300	-983.8285185191387
42400	-985.6270937389177
42500	-979.8683560373383
42600	-979.4700911184669
42700	-984.3893892519999
42800	-991.1072405005018
42900	-989.5240562241597
43000	-988.8429412264736
43100	-984.9384029015656
43200	-996.6113432803309
43300	-992.70168679116
43400	-983.5223440808911
43500	-975.6884920345977
43600	-974.8370859103428
43700	-978.7381984433611
43800	-977.2540814811414
43900	-971.3258020828655
44000	-966.2779945662863
44100	-974.3113978253998
44200	-981.1382592552862
44300	-976.782223239583
44400	-979.8463393951098
44500	-983.7301466229533
44600	-976.1578893926416
44700	-986.6373281303962
44800	-988.5319803915929
44900	-988.7871182435327
45000	-989.7670018394821
45100	-980.2555864487655
45200	-985.18663627642
45300	-981.2568419547972
45400	-986.7110897997431
45500	-982.2344813688206
45600	-985.6887884462382
45700	-978.8299084603152
45800	-983.6789553998414
45900	-979.9729675142719
46000	-980.3087647495034
46100	-986.2760828699223
46200	-972.2006659910604
46300	-973.3994447096602
46400	-977.4791829949821
46500	-974.7975003373971
46600	-982.3133135383555
46700	-988.2849700061132
46800	-987.8268852967466
46900	-981.1774008125744
47000	-979.1350478780786
47100	-989.239418593084
47200	-982.3370136398728
47300	-983.9438247906907
47400	-989.5204230538427
47500	-996.1902220769051
47600	-997.3172032416251
47700	-993.1556796832944
47800	-1000.5104986646894
47900	-990.1086549165336
48000	-990.0023249656168
48100	-992.1265407941077
48200	-994.8458667045903
48300	-1002.630203691867
48400	-991.7907959935892
48500	-988.906941553014
48600	-990.1952788859006
48700	-990.0448556174297
48800	-986.209370691677
48900	-978.3351693151712
49000	-997.1439423554705
49100	-988.8917893150863
49200	-994.8375376256222
49300	-984.8945888684415
49400	-982.0912561073865
49500	-986.9769806729171
49600	-981.1371586502153
49700	-983.7601148501067
49800	-981.0491457664713
49900	-983.3332774272018
50000	-997.6940980142083
50100	-986.0076421001517
50200	-994.0035270636253
50300	-992.9304525579653
50400	-988.4657368488021
50500	-986.85362005071
50600	-982.9327847637073
50700	-987.012689816598
50800	-985.9406969273252
50900	-991.9177867214964
51000	-988.3231626656689
51100	-992.4393946761301
51200	-988.5800283576472
51300	-985.4746514632794
51400	-982.6018662932005
51500	-1001.1222046014032
51600	-987.677548935842
51700	-991.1517237984947
51800	-990.0910705217834
51900	-990.5463587760651
52000	-987.8308759713739
52100	-989.393929838402
52200	-994.2719035014896
52300	-978.9621476073828
52400	-984.9936872424282
52500	-982.8330037431117
52600	-979.9587977945808
52700	-975.0465285820759
52800	-975.4577450990555
52900	-981.4835964628732
53000	-991.969950734575
53100	-997.6620355550385
53200	-974.8480311043834
53300	-978.3329958237351
53400	-984.84985687801
53500	-983.6841860192854
53600	-974.1794721448376
53700	-986.4785723187753
53800	-983.5652951936274
53900	-983.8216044126953
54000	-988.9922136400695
54100	-976.5956782760791
54200	-977.6440654986786
54300	-975.0214215614019
54400	-973.6276491655677
54500	-972.2649039368811
54600	-976.1311960145663
54700	-981.9063592266459
54800	-978.1889760751105
54900	-978.2462091976853
55000	-986.6335230676852
55100	-982.7638050560402
55200	-990.4697718312582
55300	-978.6439197282084
55400	-973.7350859231996
55500	-972.2535635517561
55600	-984.4123492650845
55700	-979.4262847703757
55800	-984.3266664360824
55900	-994.2784550982664
56000	-997.7091438308745
56100	-995.5970868373872
56200	-983.9555918151709
56300	-983.6060001975812
56400	-980.0759232662351
56500	-977.6268201851833
56600	-988.9804652412769
56700	-979.8124364188157
56800	-983.1474896585828
56900	-982.6922885998741
57000	-976.4591648231886
57100	-979.5010381371732
57200	-980.4072534170385
57300	-985.1145398584623
57400	-986.14107879244
57500	-989.2583498659634
57600	-977.1763626420553
57700	-981.6828957535337
57800	-969.2962099426608
57900	-974.1120211478741
58000	-974.6162737976794
58100	-984.2776396882203
58200	-990.0817177011819
58300	-979.6375948196176
58400	-979.4956480256515
58500	-973.6582025572139
58600	-986.7478175220047
58700	-987.4762265345784
58800	-985.0076533236219
58900	-979.4294977642787
59000	-977.126238479823
59100	-983.1769569206624
59200	-979.0984697033525
59300	-982.5513212642255
59400	-983.480255031025
59500	-986.9076465013673
59600	-987.8030289254268
59700	-996.1807693301546
59800	-997.0544357598291
59900	-999.3506544579567
60000	-989.6381861466824
60100	-984.2032201608471
60200	-993.3856663099389
60300	-993.1108636395868
60400	-992.3643889526788
60500	-996.9373946825168
60600	-984.7790125211235
60700	-981.9069434849945
60800	-984.6126289338249
60900	-993.2476287534779
61000	-975.5220435280796
61100	-979.5328050859102
61200	-980.8804278240844
61300	-991.2128911545722
61400	-985.7984482143547
61500	-987.9540470606898
61600	-992.4284045295751
61700	-995.0526051203597
61800	-989.675093299715
61900	-991.3575390816351
62000	-984.6315487027687
62100	-986.6482106137743
62200	-988.4445001947131
62300	-978.3564512160357
62400	-979.2717726228243
62500	-977.187452003376
62600	-972.0731569809146
62700	-966.0120260508708
62800	-966.8675426624867
62900	-974.5678123103125
63000	-979.4213964979764
63100	-980.9767797997105
63200	-978.4859729425428
63300	-983.3902262786119
63400	-986.4711377558115
63500	-993.2036166623484
63600	-986.6633345473577
63700	-971.2138876847504
63800	-970.6259794191199
63900	-975.5219394757429
64000	-971.4816630699274
64100	-971.832009855271
64200	-977.4220447692991
64300	-977.1212009329814
64400	-973.6117352966486
64500	-979.685737719586
64600	-993.9419186166033
64700	-986.1420257266616
64800	-982.6469938835922
64900	-976.2403924479329
65000	-974.5955389213516
65100	-973.1005394094936
65200	-982.8852026269524
65300	-989.8123111664136
65400	-993.7367370080648
65500	-983.932591592957
65600	-984.596754249348
65700	-982.8226160316433
65800	-994.8025870652142
65900	-988.7850384293392
66000	-987.9355823080436
66100	-986.7901075394929
66200	-983.1440334110603
66300	-996.6939774462641
66400	-996.6552622252974
66500	-984.4210619539448
66600	-981.5028294053703
66700	-983.9579511119015
66800	-988.72540775059
66900	-985.8473293375662
67000	-999.8163766832463
67100	-992.1468562935922
67200	-987.6097812547322
67300	-981.5971229302104
67400	-986.6096986087257
67500	-982.0595415438472
67600	-986.6963388638327
67700	-980.2728532159931
67800	-989.984167921699
67900	-1003.6744136585141
68000	-997.406773138896
68100	-978.1308712150892
68200	-982.9877567178993
68300	-992.6978057013846
68400	-992.5316483393697
68500	-989.6992218141033
68600	-987.700276281546
68700	-989.6987987312372
68800	-985.9543602096525
68900	-975.2954515361495
69000	-976.6618487675245
69100	-973.7199870147597
69200	-983.5442700577216
69300	-986.933763023698
69400	-984.561280733229
69500	-985.5631122807803
69600	-989.2845431488355
69700	-979.7493524497672
69800	-980.5793813608622
69900	-982.4551440499707
70000	-981.6587285021037
70100	-982.4050508061804
70200	-981.588269077105
70300	-981.1165599057323
70400	-982.0685501857868
70500	-991.0321162386379
70600	-981.9995579688659
70700	-981.7309729980299
70800	-988.0415076869945
70900	-982.390808720295
71000	-978.1718881376684
71100	-988.7478574227254
71200	-991.0261483338861
71300	-998.292579595654
71400	-980.0182450686027
71500	-988.0101283345563
71600	-990.0140650412062
71700	-992.9112601363526
71800	-978.3497984828826
71900	-978.3226940854788
72000	-986.6693203706836
72100	-984.1311102806737
72200	-982.2523485801378
72300	-977.4191085472409
72400	-979.7386482436934
72500	-978.9873636891286
72600	-984.2083647364684
72700	-985.4828876119066
72800	-979.5720421457092
72900	-974.5815994041051
73000	-979.4661221293223
73100	-979.3649772864943
73200	-975.327044620722
73300	-989.0257315551578
73400	-980.876084924154
73500	-981.986524278841
73600	-978.7521318927014
73700	-977.8106012415158
73800	-983.1680195432037
73900	-980.4736656426252
74000	-984.5764248280165
74100	-979.264211608692
74200	-976.9293898283187
74300	-976.1366454433837
74400	-997.2672704894635
74500	-994.7764791657662
74600	-990.9017835123318
74700	-993.3458927717941
74800	-986.7458697173677
74900	-991.256473256219
75000	-1001.5077818062914
75100	-997.4732133973516
75200	-997.6837043713214
75300	-986.8560960773584
75400	-986.4545714429688
75500	-982.5692744728799
75600	-974.2620730504942
75700	-972.5864487307578
75800	-972.9966702816214
75900	-974.0744836689156
76000	-983.6528596313728
76100	-975.9559690067841
76200	-976.6970365128526
76300	-977.9428109463962
76400	-974.4667842140304
76500	-983.6648372298653
76600	-985.4639129246082
76700	-988.8352394555733
76800	-977.1780385513916
76900	-979.0900576971451
77000	-977.7134089779835
77100	-974.6990264227086
77200	-965.0222318472822
77300	-977.394853779355
77400	-973.0252571480409
77500	-985.6034461657629
77600	-975.920386466389
77700	-982.497696118805
77800	-977.9504205425359
77900	-977.8640990479488
78000	-978.366656894328
78100	-978.0552423610013
78200	-971.795869489932
78300	-971.2749339479944
78400	-977.4793964646262
78500	-983.7668857310879
78600	-986.39507049687
78700	-975.3887020837399
78800	-978.0700921513347
78900	-973.7956130409467
79000	-984.903462495575
79100	-980.7351205595526
79200	-986.9153487557794
79300	-986.7366140810524
79400	-985.1451184179248
79500	-985.2319368340017
79600	-981.4239938372909
79700	-978.4347859949047
79800	-976.5568682304227
79900	-981.7828908618213
80000	-989.6883406455535
80100	-990.3238555018979
80200	-980.7103510376437
80300	-982.1304119834712
80400	-996.0111052961903
80500	-983.3580223764972
80600	-982.8557663292523
80700	-996.7604049045626
80800	-982.4943348316559
80900	-995.073438574815
81000	-986.9434274780458
81100	-988.1508107793348
81200	-995.7005674344126
81300	-992.3545265572805
81400	-980.957859746069
81500	-984.7909867892708
81600	-996.0500072483084
81700	-983.0188544515424
81800	-984.8752606016635
81900	-994.1193620785672
82000	-989.9493991507516
82100	-997.974751158111
82200	-1000.4887495019613
82300	-998.6854349082099
82400	-990.6163483381175
82500	-994.5874317346565
82600	-999.4908585721485
82700	-988.553232565447
82800	-994.5356143019635
82900	-989.5009432104669
83000	-997.5540436107686
83100	-998.1065200340918
83200	-989.759938403799
83300	-986.8214366903659
83400	-988.5331957617225
83500	-989.6208519456387
83600	-992.5421987607004
83700	-984.8307127650035
83800	-980.2664936913993
83900	-977.6843209514991
84000	-984.3082789070478
84100	-980.2123130415157
84200	-977.7618577109372
84300	-974.3758378446444
84400	-985.0437268127885
84500	-987.3447645097666
84600	-987.2172789932746
84700	-982.9814929423658
84800	-988.7261061584812
84900	-984.9046978936942
85000	-995.3394624693838
85100	-991.65419308682
85200	-992.4720405421367
85300	-993.5980236677825
85400	-994.9245024890591
85500	-995.9864837485015
85600	-984.3031869132705
85700	-983.2665347420783
85800	-991.2129197295436
85900	-997.8341743321326
86000	-992.8656105485034
86100	-989.5156768041089
86200	-990.6584374269282
86300	-989.4836329960291
86400	-989.1109641941415
86500	-999.3060891326912
86600	-989.7479391177066
86700	-998.2893049588554
86800	-981.6982489381937
86900	-981.1144742439076
87000	-987.356762256151
87100	-979.3113332574231
87200	-984.6487453748701
87300	-984.71653973938
87400	-985.4443940498527
87500	-986.1330232562144
87600	-985.1130693090583
87700	-984.1748566676669
87800	-979.4791367735048
87900	-985.7915362912026
88000	-983.6809804013219
88100	-993.5955336694194
88200	-999.1792262788528
88300	-994.4614901122396
88400	-997.2265560388333
88500	-994.4646291603794
88600	-993.8030899388074
88700	-999.4197599905782
88800	-988.1002150839852
88900	-985.1739221737514
89000	-980.5559869973674
89100	-984.8648861782661
89200	-989.6583314806031
89300	-996.2712670006765
89400	-987.5339872497335
89500	-1004.1446436856207
89600	-992.6642227285618
89700	-992.3110095941098
89800	-992.0950085397774
89900	-1000.5140772984165
90000	-997.6172164166551
90100	-1001.6938110734253
90200	-1000.5692179390472
90300	-992.2967693577357
90400	-992.6793486494303
90500	-992.2565984852365
90600	-986.7132325307097
90700	-988.7133878473256
90800	-980.6680051590299
90900	-990.4797338333925
91000	-989.8253730778042
91100	-987.9259353194234
91200	-981.9856914581504
91300	-985.2282853022457
91400	-981.9681996484886
91500	-984.9112661526104
91600	-987.483200624663
91700	-986.8746832833536
91800	-985.2704562517742
91900	-995.3473139517363
92000	-993.2207479544805
92100	-992.1186110935502
92200	-982.6063020980753
92300	-985.7200680436721
92400	-997.2535840251146
92500	-995.240792029526
92600	-994.9154537120401
92700	-992.462887225664
92800	-992.4773105591231
92900	-989.4110207191019
93000	-989.8669315307171
93100	-984.2857240191883
93200	-986.8742751792189
93300	-984.1829706217673
93400	-984.3101275840306
93500	-989.0705573654518
93600	-975.9360179167548
93700	-976.4056379739354
93800	-978.737697067868
93900	-982.1478920090723
94000	-981.184263141691
94100	-981.7218157211253
94200	-991.0746009725966
94300	-993.844223643909
94400	-991.9789178733761
94500	-992.0203724675396
94600	-989.6390035229458
94700	-989.770736005108
94800	-986.058272940681
94900	-985.2825046980113
95000	-987.7235133634147
95100	-992.7764818956273
95200	-992.765667117253
95300	-991.255560571443
95400	-979.1631169600059
95500	-985.8544603214776
95600	-977.4492591258031
95700	-982.0862468293466
95800	-994.0797980364968
95900	-989.8498742924179
96000	-988.6925165251754
96100	-990.5111027863874
96200	-990.4978593499491
96300	-983.7083370908175
96400	-984.6416435201196
96500	-985.3883466660939
96600	-991.720937331951
96700	-992.0513262659559
96800	-997.5120114379744
96900	-995.755149425301
97000	-997.3475651229128
97100	-987.7758681106317
97200	-990.4452702134461
97300	-988.4853894931974
97400	-979.057455509158
97500	-979.3386611340238
97600	-990.6747956785723
97700	-983.0953110349443
97800	-991.1968519087648
97900	-999.1962028823978
98000	-991.3421224752893
98100	-975.9235532229477
98200	-984.8893767039964
98300	-987.8393783990681
98400	-983.2944101448824
98500	-985.2177021239866
98600	-985.3166142707275
98700	-989.6635141403858
98800	-988.954019175871
98900	-994.993057870934
99000	-981.1624085283437
99100	-980.9935242658024
99200	-983.0606693763949
99300	-988.1946384736088
99400	-993.8595970237787
99500	-1008.988567848666
99600	-1002.0161424395346
99700	-999.7445574052194
99800	-993.4923708911618
99900	-998.4317370427001
100000	-994.7416290638638
